,DEPARTAMENTO,MUNICIPIO,CODIGO DANE,ARMAS MEDIOS,FECHA HECHO,CANTIDAD
291,PUTUMAYO,PUERTO ASÍS,86568,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-01-13,1
292,HUILA,LA PLATA,41396,COMBUSTIBLE,2011-01-15,1
293,TOLIMA,DOLORES,73236,ARTEFACTO INCENDIARIO,2011-01-16,1
294,META,FUENTE DE ORO,50287,GRANADA DE MANO,2011-01-17,1
295,META,SAN JUAN DE ARAMA,50683,GRANADA DE MANO,2011-01-17,1
296,LA GUAJIRA,ALBANIA,44035,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-01-18,1
297,ANTIOQUIA,CAUCASIA,5154,GRANADA DE MANO,2011-01-20,1
298,TOLIMA,RIOBLANCO,73616,ARTEFACTO INCENDIARIO,2011-01-20,1
299,META,PUERTO GAITÁN,50568,MINA ANTIPERSONA,2011-01-22,1
300,BOGOTA D.C.,BOGOTÁ D.C.,11001,GRANADA DE MANO,2011-01-25,1
301,HUILA,NEIVA,41001,GRANADA DE MANO,2011-01-26,1
302,META,MESETAS,50330,MINA ANTIPERSONA,2011-01-28,1
303,VALLE DEL CAUCA,CALI,76001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-01-28,1
304,CAUCA,CORINTO,19212,CILINDRO BOMBA,2011-01-29,1
305,ANTIOQUIA,SAN ANDRES,5647,ARTEFACTO INCENDIARIO,2011-02-01,1
306,ANTIOQUIA,GUADALUPE,5315,CARRO BOMBA,2011-02-01,1
307,CAUCA,SANTANDER DE QUILICHAO,19698,PAQUETE BOMBA,2011-02-01,1
308,ARAUCA,TAME,81794,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-02-03,1
309,HUILA,NEIVA,41001,PAQUETE BOMBA,2011-02-03,1
310,ANTIOQUIA,EL BAGRE,5250,GRANADA DE MANO,2011-02-04,1
311,META,VILLAVICENCIO,50001,GRANADA DE MANO,2011-02-04,1
312,TOLIMA,IBAGUÉ,73001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-02-06,1
313,ARAUCA,ARAUCA,81001,GRANADA DE MANO,2011-02-07,1
314,CAUCA,CALOTO,19142,GRANADA DE MANO,2011-02-07,1
315,HUILA,NEIVA,41001,PAQUETE BOMBA,2011-02-10,1
316,META,VISTA HERMOSA,50711,MINA ANTIPERSONA,2011-02-11,1
317,PUTUMAYO,VALLE DEL GUAMUEZ,86865,ARTEFACTO INCENDIARIO,2011-02-13,1
318,HUILA,NEIVA,41001,GRANADA DE MANO,2011-02-17,1
319,META,VILLAVICENCIO,50001,GRANADA DE MANO,2011-02-18,1
320,ARAUCA,ARAUCA,81001,ARTEFACTO INCENDIARIO,2011-02-19,1
321,BOGOTA D.C.,BOGOTÁ D.C.,11001,GRANADA DE MANO,2011-02-20,1
322,NORTE DE SANTANDER,CONVENCIÓN,54206,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-02-21,1
323,ARAUCA,SARAVENA,81736,ARTEFACTO INCENDIARIO,2011-02-22,1
324,LA GUAJIRA,MAICAO,44430,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-02-23,1
325,LA GUAJIRA,RIOHACHA,44001,GRANADA DE MANO,2011-02-23,1
326,NORTE DE SANTANDER,TEORAMA,54800,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-02-25,1
327,VALLE DEL CAUCA,BUENAVENTURA,76109,GRANADA DE MANO,2011-02-25,1
328,ANTIOQUIA,VALDIVIA,5854,ARTEFACTO INCENDIARIO,2011-02-26,1
329,PUTUMAYO,PUERTO ASÍS,86568,MINA ANTIPERSONA,2011-02-28,1
330,ANTIOQUIA,CAUCASIA,5154,GRANADA DE MANO,2011-03-01,1
331,META,VISTA HERMOSA,50711,MINA ANTIPERSONA,2011-03-01,1
332,HUILA,ALGECIRAS,41020,COMBUSTIBLE,2011-03-02,1
333,ANTIOQUIA,MUTATA,5480,COMBUSTIBLE,2011-03-05,1
334,HUILA,NEIVA,41001,COMBUSTIBLE,2011-03-05,1
335,META,GUAMAL,50318,COMBUSTIBLE,2011-03-05,1
336,NORTE DE SANTANDER,TIBÚ,54810,ARTEFACTO INCENDIARIO,2011-03-05,1
337,ANTIOQUIA,MUTATA,5480,COMBUSTIBLE,2011-03-06,1
338,LA GUAJIRA,RIOHACHA,44001,GRANADA DE MANO,2011-03-06,1
339,TOLIMA,CHAPARRAL,73168,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-03-09,1
340,NARIÑO,SANTA CRUZ,52699,ARTEFACTO INCENDIARIO,2011-03-12,1
341,VALLE DEL CAUCA,BUENAVENTURA,76109,GRANADA DE MANO,2011-03-13,1
342,TOLIMA,IBAGUÉ,73001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-03-14,1
343,CAUCA,SANTANDER DE QUILICHAO,19698,ARTEFACTO INCENDIARIO,2011-03-15,1
344,META,URIBE,50370,MINA ANTIPERSONA,2011-03-15,1
345,HUILA,NEIVA,41001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-03-17,1
346,NORTE DE SANTANDER,SARDINATA,54720,ARTEFACTO INCENDIARIO,2011-03-18,1
347,CAUCA,SANTANDER DE QUILICHAO,19698,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-03-21,1
348,NORTE DE SANTANDER,EL TARRA,54250,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-03-21,1
349,ARAUCA,ARAUQUITA,81065,ARTEFACTO INCENDIARIO,2011-03-22,1
350,META,VISTA HERMOSA,50711,COMBUSTIBLE,2011-03-24,1
351,PUTUMAYO,VALLE DEL GUAMUEZ,86865,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-03-25,1
352,LA GUAJIRA,MAICAO,44430,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-03-26,1
353,VALLE DEL CAUCA,BUENAVENTURA,76109,GRANADA DE MANO,2011-03-26,1
354,ANTIOQUIA,YONDO,5893,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-03-27,1
355,CESAR,VALLEDUPAR,20001,GRANADA DE MANO,2011-03-28,1
356,GUAVIARE,EL RETORNO,95025,COMBUSTIBLE,2011-03-28,1
357,ARAUCA,ARAUQUITA,81065,ARTEFACTO INCENDIARIO,2011-03-29,1
358,ARAUCA,ARAUQUITA,81065,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-03-30,1
359,NORTE DE SANTANDER,TIBÚ,54810,ARTEFACTO INCENDIARIO,2011-03-30,1
360,NORTE DE SANTANDER,TIBÚ,54810,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-03-31,1
361,BOGOTA D.C.,BOGOTÁ D.C.,11001,GRANADA DE MANO,2011-04-01,1
362,ARAUCA,ARAUCA,81001,ARTEFACTO INCENDIARIO,2011-04-02,1
363,PUTUMAYO,ORITO,86320,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-04-02,1
364,BOYACA,PAYA,15533,COMBUSTIBLE,2011-04-03,1
365,HUILA,NEIVA,41001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-04-05,1
366,LA GUAJIRA,VILLANUEVA,44874,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-04-06,1
367,TOLIMA,IBAGUÉ,73001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-04-07,1
368,NARIÑO,SAMANIEGO,52678,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-04-09,1
369,ANTIOQUIA,SAN ANDRES,5647,ARTEFACTO INCENDIARIO,2011-04-10,1
370,ANTIOQUIA,GUADALUPE,5315,MINA ANTIPERSONA,2011-04-10,1
371,NORTE DE SANTANDER,TEORAMA,54800,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-04-12,1
372,BOGOTA D.C.,BOGOTÁ D.C.,11001,GRANADA DE MANO,2011-04-14,1
373,HUILA,NEIVA,41001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-04-14,1
374,NORTE DE SANTANDER,CONVENCIÓN,54206,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-04-17,1
375,ANTIOQUIA,TOLEDO,5819,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-04-18,1
376,META,SAN MARTÍN,50689,GRANADA DE MANO,2011-04-21,1
377,META,VILLAVICENCIO,50001,GRANADA DE MANO,2011-04-21,1
378,BOGOTA D.C.,BOGOTÁ D.C.,11001,GRANADA DE MANO,2011-04-24,1
379,PUTUMAYO,VALLE DEL GUAMUEZ,86865,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-04-26,1
380,HUILA,NEIVA,41001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-04-27,1
381,VALLE DEL CAUCA,PRADERA,76563,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-04-28,1
382,ANTIOQUIA,MEDELLIN,5001,GRANADA DE MANO,2011-04-30,1
383,BOGOTA D.C.,BOGOTÁ D.C.,11001,GRANADA DE MANO,2011-04-30,1
384,NORTE DE SANTANDER,TIBÚ,54810,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-04-30,1
385,CAUCA,SANTANDER DE QUILICHAO,19698,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-05-01,1
386,TOLIMA,FLANDES,73275,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-05-05,1
387,NORTE DE SANTANDER,TIBÚ,54810,ARTEFACTO INCENDIARIO,2011-05-07,1
388,HUILA,NEIVA,41001,GRANADA DE MANO,2011-05-10,1
389,ANTIOQUIA,MEDELLIN,5001,GRANADA DE MANO,2011-05-11,1
390,META,PUERTO LLERAS,50577,MOTO BOMBA,2011-05-12,1
391,TOLIMA,ROVIRA,73624,ARTEFACTO INCENDIARIO,2011-05-12,1
392,TOLIMA,CHAPARRAL,73168,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-05-14,1
393,TOLIMA,IBAGUÉ,73001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-05-14,1
394,ARAUCA,TAME,81794,CILINDRO BOMBA,2011-05-15,1
395,META,SAN MARTÍN,50689,COMBUSTIBLE,2011-05-17,1
396,NARIÑO,EL CHARCO,52250,GRANADA DE MANO,2011-05-20,1
397,ANTIOQUIA,YONDO,5893,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-05-21,1
398,TOLIMA,VALLE DE SAN JUAN,73854,ARTEFACTO INCENDIARIO,2011-05-22,1
399,VALLE DEL CAUCA,DAGUA,76233,COMBUSTIBLE,2011-05-23,1
400,ANTIOQUIA,ITUANGO,5361,GRANADA DE MANO,2011-05-24,1
401,ANTIOQUIA,SAN ANDRES,5647,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-05-25,1
402,TOLIMA,ESPINAL,73268,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-05-25,1
403,CAQUETÁ,SAN VICENTE DEL CAGUÁN,18753,CILINDRO BOMBA,2011-05-26,1
404,CAUCA,TIMBÍO,19807,ARTEFACTO INCENDIARIO,2011-05-26,1
405,NARIÑO,TUMACO,52835,GRANADA DE FUSIL,2011-05-26,1
406,BOGOTA D.C.,BOGOTÁ D.C.,11001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-05-27,1
407,META,GRANADA,50313,GRANADA DE MANO,2011-05-27,1
408,META,VILLAVICENCIO,50001,GRANADA DE MANO,2011-05-27,1
409,TOLIMA,NATAGAIMA,73483,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-05-27,1
410,NARIÑO,BARBACOAS,52079,GRANADA DE MANO,2011-05-29,1
411,PUTUMAYO,VALLE DEL GUAMUEZ,86865,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-05-29,1
412,META,EL CASTILLO,50251,COMBUSTIBLE,2011-05-31,1
413,SANTANDER,SIMACOTA,68745,CARRO BOMBA,2011-06-02,1
414,NORTE DE SANTANDER,TIBÚ,54810,ARTEFACTO INCENDIARIO,2011-06-03,1
415,ANTIOQUIA,SANTAFE DE ANTIOQUIA,5042,MINA ANTIPERSONA,2011-06-04,1
416,TOLIMA,IBAGUÉ,73001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-06-07,1
417,META,GRANADA,50313,GRANADA DE MANO,2011-06-10,1
418,META,VILLAVICENCIO,50001,GRANADA DE MANO,2011-06-10,1
419,NARIÑO,TUMACO,52835,GRANADA DE MANO,2011-06-10,1
420,TOLIMA,CHAPARRAL,73168,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-06-10,2
421,VALLE DEL CAUCA,BUENAVENTURA,76109,GRANADA DE MANO,2011-06-10,1
422,ANTIOQUIA,CACERES,5120,GRANADA DE MANO,2011-06-11,1
423,META,VISTA HERMOSA,50711,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-06-11,1
424,TOLIMA,CHAPARRAL,73168,GRANADA DE MANO,2011-06-11,1
425,TOLIMA,NATAGAIMA,73483,ARTEFACTO INCENDIARIO,2011-06-11,1
426,NARIÑO,TUMACO,52835,GRANADA DE MANO,2011-06-12,1
427,NARIÑO,SANTA BÁRBARA,52696,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-06-13,1
428,NARIÑO,EL CHARCO,52250,GRANADA DE MANO,2011-06-13,1
429,CAQUETÁ,PUERTO RICO,18592,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-06-14,1
430,ANTIOQUIA,CISNEROS,5190,GRANADA DE MANO,2011-06-15,1
431,BOGOTA D.C.,BOGOTÁ D.C.,11001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-06-16,1
432,BOGOTA D.C.,BOGOTÁ D.C.,11001,GRANADA DE MANO,2011-06-17,1
433,ANTIOQUIA,SANTA ROSA DE OSOS,5686,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-06-18,1
434,ANTIOQUIA,SANTA ROSA DE OSOS,5686,ARTEFACTO INCENDIARIO,2011-06-18,1
435,CAUCA,POPAYÁN,19001,CARRO BOMBA,2011-06-18,1
436,HUILA,TELLO,41799,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-06-19,1
437,META,ACACÍAS,50006,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-06-19,1
438,ARAUCA,SARAVENA,81736,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-06-23,1
439,META,GRANADA,50313,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-06-23,1
440,VALLE DEL CAUCA,BUENAVENTURA,76109,ARTEFACTO INCENDIARIO,2011-06-26,1
441,HUILA,NEIVA,41001,PAQUETE BOMBA,2011-06-27,1
442,META,PUERTO RICO,50590,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-06-27,1
443,VALLE DEL CAUCA,BUENAVENTURA,76109,GRANADA DE MANO,2011-06-27,1
444,ANTIOQUIA,YARUMAL,5887,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-06-29,2
445,GUAVIARE,EL RETORNO,95025,COMBUSTIBLE,2011-06-29,1
446,BOGOTA D.C.,BOGOTÁ D.C.,11001,GRANADA DE MANO,2011-07-01,1
447,VALLE DEL CAUCA,BUENAVENTURA,76109,GRANADA DE MANO,2011-07-01,1
448,META,URIBE,50370,MINA ANTIPERSONA,2011-07-02,1
449,TOLIMA,CHAPARRAL,73168,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-07-02,1
450,VALLE DEL CAUCA,CALI,76001,GRANADA DE MANO,2011-07-02,1
451,CAUCA,JAMBALÓ,19364,CARRO BOMBA,2011-07-03,1
452,META,ACACÍAS,50006,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-07-03,1
453,HUILA,NEIVA,41001,GRANADA DE MANO,2011-07-04,1
454,MAGDALENA,CIÉNAGA,47189,GRANADA DE MANO,2011-07-04,1
455,CAUCA,SANTANDER DE QUILICHAO,19698,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-07-07,1
456,CAUCA,CORINTO,19212,CARRO BOMBA,2011-07-09,1
457,CAUCA,TORIBÍO,19821,CARRO BOMBA,2011-07-09,1
458,NORTE DE SANTANDER,TEORAMA,54800,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-07-10,1
459,META,GRANADA,50313,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-07-12,1
460,NORTE DE SANTANDER,TIBÚ,54810,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-07-12,1
461,TOLIMA,IBAGUÉ,73001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-07-12,1
462,NARIÑO,PASTO,52001,PAQUETE BOMBA,2011-07-13,1
463,NORTE DE SANTANDER,TIBÚ,54810,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-07-13,1
464,META,VILLAVICENCIO,50001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-07-16,1
465,ANTIOQUIA,RIONEGRO,5615,GRANADA DE MANO,2011-07-17,1
466,CAUCA,TIMBÍO,19807,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-07-17,1
467,MAGDALENA,SANTA MARTA,47001,GRANADA DE MANO,2011-07-18,1
468,CAUCA,ROSAS,19622,OLLA BOMBA,2011-07-20,1
469,TOLIMA,IBAGUÉ,73001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-07-25,1
470,ANTIOQUIA,SAN ANDRES,5647,MINA ANTIPERSONA,2011-07-29,1
471,BOYACA,PAJARITO,15518,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-07-31,1
472,CAQUETÁ,PUERTO RICO,18592,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-08-03,1
473,CAUCA,PATÍA,19532,COMBUSTIBLE,2011-08-03,1
474,CAQUETÁ,EL DONCELLO,18247,COMBUSTIBLE,2011-08-04,1
475,CAUCA,POPAYÁN,19001,COMBUSTIBLE,2011-08-06,1
476,BOGOTA D.C.,BOGOTÁ D.C.,11001,GRANADA DE MANO,2011-08-06,2
477,ANTIOQUIA,ANORI,5040,MINA ANTIPERSONA,2011-08-07,1
478,NORTE DE SANTANDER,TIBÚ,54810,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-08-07,1
479,TOLIMA,ORTEGA,73504,ARTEFACTO INCENDIARIO,2011-08-07,1
480,ANTIOQUIA,TOLEDO,5819,MINA ANTIPERSONA,2011-08-09,1
481,CAUCA,ARGELIA,19050,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-08-09,1
482,CAUCA,ARGELIA,19050,NO REPORTADO,2011-08-09,1
483,META,VILLAVICENCIO,50001,GRANADA DE MANO,2011-08-09,1
484,ANTIOQUIA,YARUMAL,5887,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-08-10,1
485,ANTIOQUIA,TOLEDO,5819,ARTEFACTO INCENDIARIO,2011-08-10,1
486,CAUCA,LA SIERRA,19392,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-08-10,1
487,HUILA,NEIVA,41001,GRANADA DE MANO,2011-08-10,1
488,BOGOTA D.C.,BOGOTÁ D.C.,11001,GRANADA DE MANO,2011-08-11,1
489,BOGOTA D.C.,BOGOTÁ D.C.,11001,GRANADA DE MANO,2011-08-14,1
490,BOGOTA D.C.,BOGOTÁ D.C.,11001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-08-16,1
491,ANTIOQUIA,SAN ANDRES,5647,ARTEFACTO INCENDIARIO,2011-08-17,1
492,NARIÑO,TUMACO,52835,GRANADA DE MANO,2011-08-17,1
493,VALLE DEL CAUCA,CALI,76001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-08-17,1
494,ARAUCA,SARAVENA,81736,GRANADA DE MANO,2011-08-19,1
495,BOGOTA D.C.,BOGOTÁ D.C.,11001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-08-19,1
496,NARIÑO,TUMACO,52835,GRANADA DE MANO,2011-08-19,1
497,ANTIOQUIA,MEDELLIN,5001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-08-21,1
498,ARAUCA,ARAUQUITA,81065,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-08-21,1
499,BOGOTA D.C.,BOGOTÁ D.C.,11001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-08-23,1
500,NARIÑO,TUMACO,52835,GRANADA DE MANO,2011-08-23,1
501,NARIÑO,MAGUÍ,52427,GRANADA DE MANO,2011-08-26,1
502,META,MESETAS,50330,GRANADA DE MANO,2011-08-27,1
503,ANTIOQUIA,CAUCASIA,5154,GRANADA DE MANO,2011-08-28,1
504,ANTIOQUIA,CAUCASIA,5154,GRANADA DE MANO,2011-08-30,1
505,META,VILLAVICENCIO,50001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-08-31,1
506,ARAUCA,SARAVENA,81736,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-09-03,1
507,ARAUCA,TAME,81794,ARTEFACTO INCENDIARIO,2011-09-04,1
508,HUILA,AIPE,41016,PAQUETE BOMBA,2011-09-06,1
509,ANTIOQUIA,MEDELLIN,5001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-09-08,1
510,ARAUCA,SARAVENA,81736,PAQUETE BOMBA,2011-09-11,1
511,ANTIOQUIA,VALDIVIA,5854,MINA ANTIPERSONA,2011-09-13,1
512,NORTE DE SANTANDER,TIBÚ,54810,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-09-13,1
513,BOGOTA D.C.,BOGOTÁ D.C.,11001,GRANADA DE MANO,2011-09-14,1
514,HUILA,AIPE,41016,PAQUETE BOMBA,2011-09-14,1
515,CAQUETÁ,PUERTO RICO,18592,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-09-17,1
516,TOLIMA,IBAGUÉ,73001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-09-17,1
517,ANTIOQUIA,ITUANGO,5361,GRANADA DE MANO,2011-09-18,1
518,BOGOTA D.C.,BOGOTÁ D.C.,11001,GRANADA DE MANO,2011-09-18,1
519,ANTIOQUIA,CISNEROS,5190,GRANADA DE MANO,2011-09-19,1
520,CAUCA,BALBOA,19075,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-09-19,1
521,BOGOTA D.C.,BOGOTÁ D.C.,11001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-09-22,1
522,META,VILLAVICENCIO,50001,GRANADA DE MANO,2011-09-22,1
523,HUILA,NEIVA,41001,GRANADA DE MANO,2011-09-23,1
524,MAGDALENA,SANTA MARTA,47001,GRANADA DE MANO,2011-09-23,1
525,ANTIOQUIA,RIONEGRO,5615,GRANADA DE MANO,2011-09-24,1
526,ANTIOQUIA,BRICEÑO,5107,ARTEFACTO INCENDIARIO,2011-09-24,1
527,VALLE DEL CAUCA,BUENAVENTURA,76109,GRANADA DE MANO,2011-09-24,3
528,META,URIBE,50370,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-09-25,1
529,VALLE DEL CAUCA,GUACARÍ,76318,GRANADA DE MANO,2011-09-26,1
530,MAGDALENA,CIÉNAGA,47189,GRANADA DE MANO,2011-09-27,1
531,CASANARE,AGUAZUL,85010,ARTEFACTO INCENDIARIO,2011-09-30,1
532,BOGOTA D.C.,BOGOTÁ D.C.,11001,GRANADA DE MANO,2011-09-30,1
533,META,PUERTO RICO,50590,COMBUSTIBLE,2011-10-01,1
534,TOLIMA,PLANADAS,73555,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-10-01,1
535,LA GUAJIRA,RIOHACHA,44001,GRANADA DE MANO,2011-10-02,1
536,META,VISTA HERMOSA,50711,COMBUSTIBLE,2011-10-02,1
537,ANTIOQUIA,TARAZA,5790,ARTEFACTO INCENDIARIO,2011-10-03,1
538,META,URIBE,50370,COMBUSTIBLE,2011-10-03,1
539,VALLE DEL CAUCA,FLORIDA,76275,CARRO BOMBA,2011-10-03,1
540,ANTIOQUIA,TARAZA,5790,ARTEFACTO INCENDIARIO,2011-10-04,1
541,GUAVIARE,SAN JOSÉ DEL GUAVIARE,95001,NO REPORTADO,2011-10-05,1
542,ANTIOQUIA,ITAGÜI,5360,GRANADA DE MANO,2011-10-06,1
543,CAQUETÁ,SAN VICENTE DEL CAGUÁN,18753,MOTO BOMBA,2011-10-06,1
544,LA GUAJIRA,RIOHACHA,44001,GRANADA DE MANO,2011-10-06,1
545,HUILA,ISNOS,41359,ARTEFACTO INCENDIARIO,2011-10-06,1
546,BOGOTA D.C.,BOGOTÁ D.C.,11001,GRANADA DE MANO,2011-10-08,1
547,ANTIOQUIA,GUADALUPE,5315,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-10-09,1
548,HUILA,NEIVA,41001,GRANADA DE MANO,2011-10-09,1
549,ANTIOQUIA,GUADALUPE,5315,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-10-11,1
550,ANTIOQUIA,CAUCASIA,5154,GRANADA DE MANO,2011-10-13,1
551,TOLIMA,IBAGUÉ,73001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-10-14,1
552,PUTUMAYO,ORITO,86320,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-10-17,1
553,TOLIMA,IBAGUÉ,73001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-10-17,1
554,PUTUMAYO,VALLE DEL GUAMUEZ,86865,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-10-18,1
555,META,VILLAVICENCIO,50001,GRANADA DE MANO,2011-10-21,1
556,CAUCA,MIRANDA,19455,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-10-22,1
557,CAQUETÁ,FLORENCIA,18001,CILINDRO BOMBA,2011-10-23,1
558,SANTANDER,BARRANCABERMEJA,68081,GRANADA DE MANO,2011-10-23,1
559,CASANARE,LA SALINA,85136,MINA ANTIPERSONA,2011-10-24,1
560,CAUCA,MIRANDA,19455,GRANADA DE MANO,2011-10-24,1
561,META,VILLAVICENCIO,50001,GRANADA DE MANO,2011-10-24,1
562,NARIÑO,TÚQUERRES,52838,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-10-24,1
563,BOGOTA D.C.,BOGOTÁ D.C.,11001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-10-25,1
564,NARIÑO,TUMACO,52835,GRANADA DE MANO,2011-10-25,2
565,CAUCA,MIRANDA,19455,CILINDRO BOMBA,2011-10-28,1
566,CAUCA,ARGELIA,19050,MOTO BOMBA,2011-10-28,1
567,CASANARE,LA SALINA,85136,MINA ANTIPERSONA,2011-10-29,1
568,PUTUMAYO,VALLE DEL GUAMUEZ,86865,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-10-29,1
569,META,PUERTO RICO,50590,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-10-30,1
570,PUTUMAYO,VALLE DEL GUAMUEZ,86865,ARTEFACTO INCENDIARIO,2011-10-30,1
571,ANTIOQUIA,MEDELLIN,5001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-10-31,1
572,ANTIOQUIA,VALDIVIA,5854,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-10-31,1
573,PUTUMAYO,PUERTO CAICEDO,86569,ARTEFACTO INCENDIARIO,2011-11-01,1
574,TOLIMA,IBAGUÉ,73001,GRANADA DE MANO,2011-11-01,1
575,SANTANDER,ZAPATOCA,68895,GRANADA DE MANO,2011-11-02,1
576,CAUCA,ROSAS,19622,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2011-11-03,1
