FECHA HECHO	COD_DEPTO	DEPARTAMENTO	COD_MUNI	MUNICIPIO	TIPO DELITO	CANTIDAD
10/17/1996 12:00:00 AM	68	SANTANDER	68,001	BUCARAMANGA	SECUESTRO EXTORSIVO	1
10/18/1996 12:00:00 AM	54	NORTE DE SANTANDER	54,001	CUCUTA	SECUESTRO SIMPLE	1
10/18/1996 12:00:00 AM	85	CASANARE	85,001	YOPAL	SECUESTRO EXTORSIVO	1
10/21/1996 12:00:00 AM	11	BOGOTÁ D.C.	11,001	BOGOTA, D.C.	SECUESTRO EXTORSIVO	1
10/21/1996 12:00:00 AM	13	BOLÍVAR	13,14	CALAMAR	SECUESTRO EXTORSIVO	1
10/21/1996 12:00:00 AM	68	SANTANDER	68,001	BUCARAMANGA	SECUESTRO EXTORSIVO	2
10/22/1996 12:00:00 AM	50	META	50,573	PUERTO LOPEZ	SECUESTRO EXTORSIVO	1
10/24/1996 12:00:00 AM	5	ANTIOQUIA	5,138	CAÑASGORDAS	SECUESTRO EXTORSIVO	1
10/24/1996 12:00:00 AM	25	CUNDINAMARCA	25,754	SOACHA	SECUESTRO EXTORSIVO	1
10/24/1996 12:00:00 AM	50	META	50,006	ACACIAS	SECUESTRO EXTORSIVO	1
10/25/1996 12:00:00 AM	5	ANTIOQUIA	5,001	MEDELLIN	SECUESTRO EXTORSIVO	1
10/25/1996 12:00:00 AM	5	ANTIOQUIA	5,615	RIONEGRO	SECUESTRO EXTORSIVO	1
10/25/1996 12:00:00 AM	27	CHOCÓ	27,245	EL CARMEN DE ATRATO	SECUESTRO EXTORSIVO	1
10/26/1996 12:00:00 AM	5	ANTIOQUIA	5,847	URRAO	SECUESTRO EXTORSIVO	2
10/26/1996 12:00:00 AM	11	BOGOTÁ D.C.	11,001	BOGOTA, D.C.	SECUESTRO EXTORSIVO	1
10/26/1996 12:00:00 AM	50	META	50,001	VILLAVICENCIO	SECUESTRO EXTORSIVO	2
10/28/1996 12:00:00 AM	50	META	50,001	VILLAVICENCIO	SECUESTRO EXTORSIVO	1
10/28/1996 12:00:00 AM	73	TOLIMA	73,001	IBAGUE	SECUESTRO EXTORSIVO	1
10/30/1996 12:00:00 AM	5	ANTIOQUIA	5,858	VEGACHI	SECUESTRO EXTORSIVO	2
10/30/1996 12:00:00 AM	76	VALLE DEL CAUCA	76,001	CALI	SECUESTRO EXTORSIVO	1
10/31/1996 12:00:00 AM	50	META	50,313	GRANADA	SECUESTRO EXTORSIVO	1
10/31/1996 12:00:00 AM	76	VALLE DEL CAUCA	76,622	ROLDANILLO	SECUESTRO EXTORSIVO	1
11/03/1996 0:00	8	ATLÁNTICO	8,634	SABANAGRANDE	SECUESTRO EXTORSIVO	1
11/05/1996 0:00	8	ATLÁNTICO	8,001	BARRANQUILLA	SECUESTRO EXTORSIVO	1
11/05/1996 0:00	11	BOGOTÁ D.C.	11,001	BOGOTA, D.C.	SECUESTRO EXTORSIVO	1
11/05/1996 0:00	76	VALLE DEL CAUCA	76,001	CALI	SECUESTRO EXTORSIVO	1
11/07/1996 0:00	18	CAQUETÁ	18,247	EL DONCELLO	SECUESTRO EXTORSIVO	1
11/07/1996 0:00	41	HUILA	41,132	CAMPOALEGRE	SECUESTRO EXTORSIVO	1
11/08/1996 0:00	5	ANTIOQUIA	5,001	MEDELLIN	SECUESTRO EXTORSIVO	1
11/08/1996 0:00	18	CAQUETÁ	18,001	FLORENCIA	SECUESTRO EXTORSIVO	1
11/08/1996 0:00	52	NARIÑO	52,835	SAN ANDRES DE TUMACO	SECUESTRO EXTORSIVO	2
11/10/1996 0:00	5	ANTIOQUIA	5,858	VEGACHI	SECUESTRO EXTORSIVO	1
11/10/1996 0:00	8	ATLÁNTICO	8,078	BARANOA	SECUESTRO EXTORSIVO	1
11/11/1996 0:00	66	RISARALDA	66,594	QUINCHIA	SECUESTRO EXTORSIVO	2
11/11/1996 0:00	76	VALLE DEL CAUCA	76,001	CALI	SECUESTRO EXTORSIVO	1
11/12/1996 0:00	5	ANTIOQUIA	5,001	MEDELLIN	SECUESTRO EXTORSIVO	1
11/12/1996 0:00	5	ANTIOQUIA	5,89	YOLOMBO	SECUESTRO EXTORSIVO	1
11/12/1996 0:00	25	CUNDINAMARCA	25,322	GUASCA	SECUESTRO EXTORSIVO	1
11/13/1996 12:00:00 AM	5	ANTIOQUIA	5,001	MEDELLIN	SECUESTRO EXTORSIVO	1
11/13/1996 12:00:00 AM	50	META	50,226	CUMARAL	SECUESTRO EXTORSIVO	1
11/14/1996 12:00:00 AM	5	ANTIOQUIA	5,001	MEDELLIN	SECUESTRO EXTORSIVO	1
11/14/1996 12:00:00 AM	47	MAGDALENA	47,001	SANTA MARTA	SECUESTRO EXTORSIVO	2
11/14/1996 12:00:00 AM	68	SANTANDER	68,655	SABANA DE TORRES	SECUESTRO EXTORSIVO	1
11/16/1996 12:00:00 AM	47	MAGDALENA	47,001	SANTA MARTA	SECUESTRO EXTORSIVO	1
11/17/1996 12:00:00 AM	68	SANTANDER	68,001	BUCARAMANGA	SECUESTRO EXTORSIVO	1
11/18/1996 12:00:00 AM	44	LA GUAJIRA	44,11	EL MOLINO	SECUESTRO EXTORSIVO	1
11/19/1996 12:00:00 AM	5	ANTIOQUIA	5,001	MEDELLIN	SECUESTRO EXTORSIVO	1
11/19/1996 12:00:00 AM	19	CAUCA	19,698	SANTANDER DE QUILICHAO	SECUESTRO EXTORSIVO	1
11/20/1996 12:00:00 AM	11	BOGOTÁ D.C.	11,001	BOGOTA, D.C.	SECUESTRO EXTORSIVO	1
11/20/1996 12:00:00 AM	54	NORTE DE SANTANDER	54,001	CUCUTA	SECUESTRO EXTORSIVO	1
11/21/1996 12:00:00 AM	54	NORTE DE SANTANDER	54,001	CUCUTA	SECUESTRO EXTORSIVO	1
11/23/1996 12:00:00 AM	76	VALLE DEL CAUCA	76,001	CALI	SECUESTRO EXTORSIVO	1
11/25/1996 12:00:00 AM	50	META	50,313	GRANADA	SECUESTRO EXTORSIVO	1
11/26/1996 12:00:00 AM	68	SANTANDER	68,406	LEBRIJA	SECUESTRO EXTORSIVO	1
11/27/1996 12:00:00 AM	5	ANTIOQUIA	5,36	ITAGUI	SECUESTRO EXTORSIVO	1
11/27/1996 12:00:00 AM	17	CALDAS	17,486	NEIRA	SECUESTRO EXTORSIVO	2
11/29/1996 12:00:00 AM	5	ANTIOQUIA	5,001	MEDELLIN	SECUESTRO EXTORSIVO	1
11/29/1996 12:00:00 AM	18	CAQUETÁ	18,753	SAN VICENTE DEL CAGUAN	SECUESTRO EXTORSIVO	1
11/29/1996 12:00:00 AM	76	VALLE DEL CAUCA	76,001	CALI	SECUESTRO EXTORSIVO	1
11/29/1996 12:00:00 AM	76	VALLE DEL CAUCA	76,001	CALI	SECUESTRO SIMPLE	1
12/01/1996 0:00	66	RISARALDA	66,001	PEREIRA	SECUESTRO EXTORSIVO	1
12/01/1996 0:00	68	SANTANDER	68,547	PIEDECUESTA	SECUESTRO EXTORSIVO	1
12/02/1996 0:00	20	CESAR	20,013	AGUSTIN CODAZZI	SECUESTRO EXTORSIVO	1
12/02/1996 0:00	25	CUNDINAMARCA	25,151	CAQUEZA	SECUESTRO EXTORSIVO	1
12/03/1996 0:00	5	ANTIOQUIA	5,001	MEDELLIN	SECUESTRO SIMPLE	1
12/04/1996 0:00	5	ANTIOQUIA	5,001	MEDELLIN	SECUESTRO EXTORSIVO	1
12/04/1996 0:00	8	ATLÁNTICO	8,436	MANATI	SECUESTRO EXTORSIVO	1
12/04/1996 0:00	11	BOGOTÁ D.C.	11,001	BOGOTA, D.C.	SECUESTRO EXTORSIVO	1
12/04/1996 0:00	70	SUCRE	70,265	GUARANDA	SECUESTRO EXTORSIVO	1
12/05/1996 0:00	13	BOLÍVAR	13,001	CARTAGENA	SECUESTRO EXTORSIVO	1
12/06/1996 0:00	25	CUNDINAMARCA	25,805	TIBACUY	SECUESTRO EXTORSIVO	1
12/08/1996 0:00	5	ANTIOQUIA	5,847	URRAO	SECUESTRO EXTORSIVO	1
12/08/1996 0:00	68	SANTANDER	68,001	BUCARAMANGA	SECUESTRO EXTORSIVO	1
12/08/1996 0:00	68	SANTANDER	68,655	SABANA DE TORRES	SECUESTRO EXTORSIVO	1
12/09/1996 0:00	70	SUCRE	70,713	SAN ONOFRE	SECUESTRO EXTORSIVO	1
12/10/1996 0:00	18	CAQUETÁ	18,001	FLORENCIA	SECUESTRO EXTORSIVO	1
12/10/1996 0:00	44	LA GUAJIRA	44,078	BARRANCAS	SECUESTRO EXTORSIVO	1
12/11/1996 0:00	47	MAGDALENA	47,001	SANTA MARTA	SECUESTRO EXTORSIVO	4
12/12/1996 0:00	5	ANTIOQUIA	5,129	CALDAS	SECUESTRO EXTORSIVO	1
12/12/1996 0:00	11	BOGOTÁ D.C.	11,001	BOGOTA, D.C.	SECUESTRO SIMPLE	1
12/12/1996 0:00	13	BOLÍVAR	13,43	MAGANGUE	SECUESTRO EXTORSIVO	1
12/13/1996 12:00:00 AM	44	LA GUAJIRA	44,43	MAICAO	SECUESTRO EXTORSIVO	1
12/13/1996 12:00:00 AM	47	MAGDALENA	47,555	PLATO	SECUESTRO EXTORSIVO	3
12/14/1996 12:00:00 AM	68	SANTANDER	68,081	BARRANCABERMEJA	SECUESTRO EXTORSIVO	1
12/14/1996 12:00:00 AM	68	SANTANDER	68,406	LEBRIJA	SECUESTRO EXTORSIVO	2
12/15/1996 12:00:00 AM	50	META	50,313	GRANADA	SECUESTRO EXTORSIVO	1
12/16/1996 12:00:00 AM	11	BOGOTÁ D.C.	11,001	BOGOTA, D.C.	SECUESTRO EXTORSIVO	1
12/16/1996 12:00:00 AM	50	META	50,4	LEJANIAS	SECUESTRO EXTORSIVO	1
12/16/1996 12:00:00 AM	76	VALLE DEL CAUCA	76,001	CALI	SECUESTRO EXTORSIVO	1
12/18/1996 12:00:00 AM	54	NORTE DE SANTANDER	54,81	TIBU	SECUESTRO EXTORSIVO	5
12/18/1996 12:00:00 AM	81	ARAUCA	81,065	ARAUQUITA	SECUESTRO EXTORSIVO	2
12/19/1996 12:00:00 AM	5	ANTIOQUIA	5,001	MEDELLIN	SECUESTRO EXTORSIVO	1
12/20/1996 12:00:00 AM	5	ANTIOQUIA	5,308	GIRARDOTA	SECUESTRO SIMPLE	1
12/20/1996 12:00:00 AM	11	BOGOTÁ D.C.	11,001	BOGOTA, D.C.	SECUESTRO SIMPLE	1
12/21/1996 12:00:00 AM	50	META	50,606	RESTREPO	SECUESTRO EXTORSIVO	1
12/21/1996 12:00:00 AM	54	NORTE DE SANTANDER	54,001	CUCUTA	SECUESTRO EXTORSIVO	1
12/21/1996 12:00:00 AM	68	SANTANDER	68,572	PUENTE NACIONAL	SECUESTRO EXTORSIVO	1
12/22/1996 12:00:00 AM	18	CAQUETÁ	18,753	SAN VICENTE DEL CAGUAN	SECUESTRO EXTORSIVO	1
12/22/1996 12:00:00 AM	85	CASANARE	85,001	YOPAL	SECUESTRO EXTORSIVO	1
12/23/1996 12:00:00 AM	19	CAUCA	19,001	POPAYAN	SECUESTRO EXTORSIVO	1
12/25/1996 12:00:00 AM	13	BOLÍVAR	13,654	SAN JACINTO	SECUESTRO EXTORSIVO	1
12/25/1996 12:00:00 AM	70	SUCRE	70,001	SINCELEJO	SECUESTRO EXTORSIVO	1
12/26/1996 12:00:00 AM	19	CAUCA	19,548	PIENDAMO	SECUESTRO EXTORSIVO	1
12/26/1996 12:00:00 AM	52	NARIÑO	52,001	PASTO	SECUESTRO EXTORSIVO	1
12/26/1996 12:00:00 AM	70	SUCRE	70,215	COROZAL	SECUESTRO EXTORSIVO	2
12/27/1996 12:00:00 AM	5	ANTIOQUIA	5,266	ENVIGADO	SECUESTRO EXTORSIVO	1
12/27/1996 12:00:00 AM	20	CESAR	20,228	CURUMANI	SECUESTRO EXTORSIVO	1
12/28/1996 12:00:00 AM	25	CUNDINAMARCA	25,662	SAN JUAN DE RIO SECO	SECUESTRO EXTORSIVO	1
12/28/1996 12:00:00 AM	70	SUCRE	70,678	SAN BENITO ABAD	SECUESTRO EXTORSIVO	2
12/29/1996 12:00:00 AM	5	ANTIOQUIA	5,847	URRAO	SECUESTRO EXTORSIVO	1
12/30/1996 12:00:00 AM	5	ANTIOQUIA	5,197	COCORNA	SECUESTRO SIMPLE	2
1/01/1997 0:00	5	ANTIOQUIA	5,887	YARUMAL	SECUESTRO EXTORSIVO	1
1/01/1997 0:00	18	CAQUETÁ	18,41	LA MONTAÑITA	SECUESTRO EXTORSIVO	1
1/01/1997 0:00	20	CESAR	20,178	CHIRIGUANA	SECUESTRO EXTORSIVO	1
1/01/1997 0:00	25	CUNDINAMARCA	25,245	EL COLEGIO	SECUESTRO SIMPLE	1
1/01/1997 0:00	41	HUILA	41,66	SALADOBLANCO	SECUESTRO EXTORSIVO	1
1/01/1997 0:00	47	MAGDALENA	47,001	SANTA MARTA	SECUESTRO EXTORSIVO	1
1/01/1997 0:00	76	VALLE DEL CAUCA	76,89	YOTOCO	SECUESTRO EXTORSIVO	1
1/02/1997 0:00	20	CESAR	20,001	VALLEDUPAR	SECUESTRO EXTORSIVO	1
1/02/1997 0:00	81	ARAUCA	81,001	ARAUCA	SECUESTRO EXTORSIVO	1
1/02/1997 0:00	81	ARAUCA	81,794	TAME	SECUESTRO EXTORSIVO	1
1/03/1997 0:00	20	CESAR	20,228	CURUMANI	SECUESTRO EXTORSIVO	6
1/03/1997 0:00	27	CHOCÓ	27,245	EL CARMEN DE ATRATO	SECUESTRO EXTORSIVO	1
1/03/1997 0:00	44	LA GUAJIRA	44,65	SAN JUAN DEL CESAR	SECUESTRO EXTORSIVO	3
1/04/1997 0:00	5	ANTIOQUIA	5,308	GIRARDOTA	SECUESTRO EXTORSIVO	1
1/04/1997 0:00	76	VALLE DEL CAUCA	76,233	DAGUA	SECUESTRO EXTORSIVO	3
1/05/1997 0:00	11	BOGOTÁ D.C.	11,001	BOGOTA, D.C.	SECUESTRO EXTORSIVO	1
1/05/1997 0:00	20	CESAR	20,001	VALLEDUPAR	SECUESTRO EXTORSIVO	1
1/05/1997 0:00	50	META	50,001	VILLAVICENCIO	SECUESTRO SIMPLE	2
1/05/1997 0:00	73	TOLIMA	73,563	PRADO	SECUESTRO EXTORSIVO	2
1/07/1997 0:00	5	ANTIOQUIA	5,031	AMALFI	SECUESTRO EXTORSIVO	1
1/07/1997 0:00	5	ANTIOQUIA	5,631	SABANETA	SECUESTRO EXTORSIVO	3
1/07/1997 0:00	73	TOLIMA	73,283	FRESNO	SECUESTRO EXTORSIVO	1
1/08/1997 0:00	8	ATLÁNTICO	8,001	BARRANQUILLA	SECUESTRO EXTORSIVO	1
1/08/1997 0:00	20	CESAR	20,001	VALLEDUPAR	SECUESTRO EXTORSIVO	1
1/08/1997 0:00	20	CESAR	20,013	AGUSTIN CODAZZI	SECUESTRO EXTORSIVO	1
1/08/1997 0:00	47	MAGDALENA	47,245	EL BANCO	SECUESTRO EXTORSIVO	1
1/08/1997 0:00	73	TOLIMA	73,283	FRESNO	SECUESTRO EXTORSIVO	1
1/08/1997 0:00	85	CASANARE	85,001	YOPAL	SECUESTRO EXTORSIVO	2
1/09/1997 0:00	5	ANTIOQUIA	5,842	URAMITA	SECUESTRO EXTORSIVO	1
1/10/1997 0:00	25	CUNDINAMARCA	25,377	LA CALERA	SECUESTRO EXTORSIVO	1
1/10/1997 0:00	66	RISARALDA	66,001	PEREIRA	SECUESTRO EXTORSIVO	1
1/12/1997 0:00	5	ANTIOQUIA	5,368	JERICO	SECUESTRO EXTORSIVO	1
1/12/1997 0:00	5	ANTIOQUIA	5,736	SEGOVIA	SECUESTRO EXTORSIVO	1
1/12/1997 0:00	70	SUCRE	70,235	GALERAS	SECUESTRO EXTORSIVO	2
01/13/1997 12:00:00 AM	76	VALLE DEL CAUCA	76,147	CARTAGO	SECUESTRO EXTORSIVO	1
01/13/1997 12:00:00 AM	95	GUAVIARE	95,015	CALAMAR	SECUESTRO EXTORSIVO	1
01/14/1997 12:00:00 AM	23	CÓRDOBA	23,555	PLANETA RICA	SECUESTRO EXTORSIVO	1
01/14/1997 12:00:00 AM	47	MAGDALENA	47,001	SANTA MARTA	SECUESTRO EXTORSIVO	1
01/14/1997 12:00:00 AM	54	NORTE DE SANTANDER	54,001	CUCUTA	SECUESTRO EXTORSIVO	1
01/14/1997 12:00:00 AM	54	NORTE DE SANTANDER	54,001	CUCUTA	SECUESTRO SIMPLE	1
01/15/1997 12:00:00 AM	11	BOGOTÁ D.C.	11,001	BOGOTA, D.C.	SECUESTRO EXTORSIVO	1
01/15/1997 12:00:00 AM	18	CAQUETÁ	18,001	FLORENCIA	SECUESTRO EXTORSIVO	1
01/15/1997 12:00:00 AM	47	MAGDALENA	47,001	SANTA MARTA	SECUESTRO EXTORSIVO	1
01/16/1997 12:00:00 AM	50	META	50,313	GRANADA	SECUESTRO EXTORSIVO	1
01/17/1997 12:00:00 AM	8	ATLÁNTICO	8,001	BARRANQUILLA	SECUESTRO EXTORSIVO	1
01/17/1997 12:00:00 AM	73	TOLIMA	73,001	IBAGUE	SECUESTRO EXTORSIVO	1
01/18/1997 12:00:00 AM	41	HUILA	41,615	RIVERA	SECUESTRO EXTORSIVO	1
01/18/1997 12:00:00 AM	54	NORTE DE SANTANDER	54,001	CUCUTA	SECUESTRO EXTORSIVO	1
01/19/1997 12:00:00 AM	15	BOYACÁ	15,5	OICATA	SECUESTRO EXTORSIVO	1
01/19/1997 12:00:00 AM	50	META	50,313	GRANADA	SECUESTRO EXTORSIVO	1
01/19/1997 12:00:00 AM	85	CASANARE	85,001	YOPAL	SECUESTRO EXTORSIVO	1
01/20/1997 12:00:00 AM	27	CHOCÓ	27,361	ISTMINA	SECUESTRO EXTORSIVO	1
01/20/1997 12:00:00 AM	54	NORTE DE SANTANDER	54,001	CUCUTA	SECUESTRO EXTORSIVO	1
01/20/1997 12:00:00 AM	68	SANTANDER	68,276	FLORIDABLANCA	SECUESTRO EXTORSIVO	2
01/21/1997 12:00:00 AM	5	ANTIOQUIA	5,658	SAN JOSE DE LA MONTAÑA	SECUESTRO EXTORSIVO	1
01/21/1997 12:00:00 AM	11	BOGOTÁ D.C.	11,001	BOGOTA, D.C.	SECUESTRO EXTORSIVO	1
01/21/1997 12:00:00 AM	18	CAQUETÁ	18,001	FLORENCIA	SECUESTRO EXTORSIVO	1
01/21/1997 12:00:00 AM	27	CHOCÓ	27,006	ACANDI	SECUESTRO SIMPLE	1
01/21/1997 12:00:00 AM	44	LA GUAJIRA	44,43	MAICAO	SECUESTRO EXTORSIVO	1
01/21/1997 12:00:00 AM	44	LA GUAJIRA	44,847	URIBIA	SECUESTRO EXTORSIVO	1
01/21/1997 12:00:00 AM	47	MAGDALENA	47,001	SANTA MARTA	SECUESTRO SIMPLE	1
01/22/1997 12:00:00 AM	5	ANTIOQUIA	5,001	MEDELLIN	SECUESTRO EXTORSIVO	1
01/22/1997 12:00:00 AM	5	ANTIOQUIA	5,604	REMEDIOS	SECUESTRO EXTORSIVO	1
01/22/1997 12:00:00 AM	76	VALLE DEL CAUCA	76,001	CALI	SECUESTRO EXTORSIVO	1
01/23/1997 12:00:00 AM	47	MAGDALENA	47,288	FUNDACION	SECUESTRO EXTORSIVO	2
01/23/1997 12:00:00 AM	50	META	50,68	SAN CARLOS DE GUAROA	SECUESTRO EXTORSIVO	1
01/23/1997 12:00:00 AM	54	NORTE DE SANTANDER	54,001	CUCUTA	SECUESTRO EXTORSIVO	1
01/23/1997 12:00:00 AM	68	SANTANDER	68,081	BARRANCABERMEJA	SECUESTRO EXTORSIVO	1
01/25/1997 12:00:00 AM	25	CUNDINAMARCA	25,312	GRANADA	SECUESTRO EXTORSIVO	1
01/26/1997 12:00:00 AM	20	CESAR	20,032	ASTREA	SECUESTRO EXTORSIVO	1
01/26/1997 12:00:00 AM	68	SANTANDER	68,572	PUENTE NACIONAL	SECUESTRO EXTORSIVO	1
01/26/1997 12:00:00 AM	76	VALLE DEL CAUCA	76,52	PALMIRA	SECUESTRO EXTORSIVO	2
01/27/1997 12:00:00 AM	11	BOGOTÁ D.C.	11,001	BOGOTA, D.C.	SECUESTRO SIMPLE	1
01/27/1997 12:00:00 AM	76	VALLE DEL CAUCA	76,13	CANDELARIA	SECUESTRO EXTORSIVO	1
01/28/1997 12:00:00 AM	5	ANTIOQUIA	5,209	CONCORDIA	SECUESTRO EXTORSIVO	1
01/28/1997 12:00:00 AM	11	BOGOTÁ D.C.	11,001	BOGOTA, D.C.	SECUESTRO EXTORSIVO	1
01/28/1997 12:00:00 AM	20	CESAR	20,77	SAN MARTIN	SECUESTRO EXTORSIVO	1
01/28/1997 12:00:00 AM	27	CHOCÓ	27,073	BAGADO	SECUESTRO EXTORSIVO	2
01/28/1997 12:00:00 AM	73	TOLIMA	73,236	DOLORES	SECUESTRO EXTORSIVO	1
01/29/1997 12:00:00 AM	5	ANTIOQUIA	5,001	MEDELLIN	SECUESTRO EXTORSIVO	1
01/29/1997 12:00:00 AM	5	ANTIOQUIA	5,093	BETULIA	SECUESTRO EXTORSIVO	1
01/30/1997 12:00:00 AM	5	ANTIOQUIA	5,093	BETULIA	SECUESTRO EXTORSIVO	1
01/30/1997 12:00:00 AM	20	CESAR	20,013	AGUSTIN CODAZZI	SECUESTRO EXTORSIVO	1
01/30/1997 12:00:00 AM	25	CUNDINAMARCA	25,377	LA CALERA	SECUESTRO EXTORSIVO	1
01/31/1997 12:00:00 AM	50	META	50,001	VILLAVICENCIO	SECUESTRO EXTORSIVO	1
01/31/1997 12:00:00 AM	50	META	50,001	VILLAVICENCIO	SECUESTRO SIMPLE	1
01/31/1997 12:00:00 AM	54	NORTE DE SANTANDER	54,001	CUCUTA	SECUESTRO EXTORSIVO	1
2/01/1997 0:00	5	ANTIOQUIA	5,679	SANTA BARBARA	SECUESTRO EXTORSIVO	3
2/01/1997 0:00	5	ANTIOQUIA	5,89	YOLOMBO	SECUESTRO EXTORSIVO	1
2/02/1997 0:00	54	NORTE DE SANTANDER	54,001	CUCUTA	SECUESTRO EXTORSIVO	1
2/03/1997 0:00	70	SUCRE	70,678	SAN BENITO ABAD	SECUESTRO EXTORSIVO	1
2/04/1997 0:00	11	BOGOTÁ D.C.	11,001	BOGOTA, D.C.	SECUESTRO EXTORSIVO	1
2/04/1997 0:00	19	CAUCA	19,001	POPAYAN	SECUESTRO SIMPLE	1
2/04/1997 0:00	47	MAGDALENA	47,288	FUNDACION	SECUESTRO EXTORSIVO	1
2/05/1997 0:00	5	ANTIOQUIA	5,001	MEDELLIN	SECUESTRO EXTORSIVO	1
2/05/1997 0:00	50	META	50,001	VILLAVICENCIO	SECUESTRO SIMPLE	1
2/05/1997 0:00	50	META	50,313	GRANADA	SECUESTRO EXTORSIVO	1
2/05/1997 0:00	85	CASANARE	85,44	VILLANUEVA	SECUESTRO EXTORSIVO	2
2/06/1997 0:00	5	ANTIOQUIA	5,264	ENTRERRIOS	SECUESTRO EXTORSIVO	1
2/06/1997 0:00	23	CÓRDOBA	23,66	SAHAGUN	SECUESTRO EXTORSIVO	1
2/06/1997 0:00	54	NORTE DE SANTANDER	54,001	CUCUTA	SECUESTRO EXTORSIVO	1
2/06/1997 0:00	76	VALLE DEL CAUCA	76,318	GUACARI	SECUESTRO EXTORSIVO	1
2/07/1997 0:00	5	ANTIOQUIA	5,001	MEDELLIN	SECUESTRO EXTORSIVO	1
2/07/1997 0:00	20	CESAR	20,228	CURUMANI	SECUESTRO SIMPLE	1
2/07/1997 0:00	27	CHOCÓ	27,615	RIOSUCIO	SECUESTRO EXTORSIVO	4
2/08/1997 0:00	18	CAQUETÁ	18,001	FLORENCIA	SECUESTRO EXTORSIVO	1
2/08/1997 0:00	18	CAQUETÁ	18,592	PUERTO RICO	SECUESTRO EXTORSIVO	1
2/08/1997 0:00	47	MAGDALENA	47,001	SANTA MARTA	SECUESTRO EXTORSIVO	1
2/10/1997 0:00	20	CESAR	20,013	AGUSTIN CODAZZI	SECUESTRO EXTORSIVO	2
2/10/1997 0:00	41	HUILA	41,001	NEIVA	SECUESTRO EXTORSIVO	1
2/11/1997 0:00	86	PUTUMAYO	86,001	MOCOA	SECUESTRO EXTORSIVO	1
2/12/1997 0:00	23	CÓRDOBA	23,58	PUERTO LIBERTADOR	SECUESTRO EXTORSIVO	1
2/12/1997 0:00	70	SUCRE	70,235	GALERAS	SECUESTRO EXTORSIVO	1
2/12/1997 0:00	70	SUCRE	70,702	SAN JUAN DE BETULIA	SECUESTRO EXTORSIVO	1
02/13/1997 12:00:00 AM	5	ANTIOQUIA	5,209	CONCORDIA	SECUESTRO EXTORSIVO	1
02/13/1997 12:00:00 AM	19	CAUCA	19,142	CALOTO	SECUESTRO EXTORSIVO	1
02/13/1997 12:00:00 AM	19	CAUCA	19,455	MIRANDA	SECUESTRO EXTORSIVO	1
02/13/1997 12:00:00 AM	68	SANTANDER	68,169	CHARTA	SECUESTRO EXTORSIVO	1
02/13/1997 12:00:00 AM	68	SANTANDER	68,575	PUERTO WILCHES	SECUESTRO EXTORSIVO	1
02/14/1997 12:00:00 AM	5	ANTIOQUIA	5,001	MEDELLIN	SECUESTRO EXTORSIVO	1
02/14/1997 12:00:00 AM	68	SANTANDER	68,169	CHARTA	SECUESTRO EXTORSIVO	1
02/14/1997 12:00:00 AM	70	SUCRE	70,235	GALERAS	SECUESTRO EXTORSIVO	5
02/14/1997 12:00:00 AM	95	GUAVIARE	95,001	SAN JOSE DEL GUAVIARE	SECUESTRO EXTORSIVO	1
02/16/1997 12:00:00 AM	5	ANTIOQUIA	5,67	SAN ROQUE	SECUESTRO SIMPLE	2
02/16/1997 12:00:00 AM	70	SUCRE	70,265	GUARANDA	SECUESTRO SIMPLE	1
02/16/1997 12:00:00 AM	70	SUCRE	70,429	MAJAGUAL	SECUESTRO SIMPLE	1
02/16/1997 12:00:00 AM	76	VALLE DEL CAUCA	76,364	JAMUNDI	SECUESTRO EXTORSIVO	1
02/17/1997 12:00:00 AM	41	HUILA	41,298	GARZON	SECUESTRO EXTORSIVO	1
02/17/1997 12:00:00 AM	76	VALLE DEL CAUCA	76,001	CALI	SECUESTRO EXTORSIVO	2
02/18/1997 12:00:00 AM	81	ARAUCA	81,001	ARAUCA	SECUESTRO SIMPLE	1
02/19/1997 12:00:00 AM	5	ANTIOQUIA	5,209	CONCORDIA	SECUESTRO EXTORSIVO	1
02/19/1997 12:00:00 AM	76	VALLE DEL CAUCA	76,122	CAICEDONIA	SECUESTRO EXTORSIVO	1
02/20/1997 12:00:00 AM	19	CAUCA	19,743	SILVIA	SECUESTRO EXTORSIVO	1
02/20/1997 12:00:00 AM	50	META	50,001	VILLAVICENCIO	SECUESTRO EXTORSIVO	1
02/21/1997 12:00:00 AM	5	ANTIOQUIA	5,854	VALDIVIA	SECUESTRO EXTORSIVO	1
02/21/1997 12:00:00 AM	20	CESAR	20,001	VALLEDUPAR	SECUESTRO EXTORSIVO	1
02/21/1997 12:00:00 AM	76	VALLE DEL CAUCA	76,497	OBANDO	SECUESTRO EXTORSIVO	1
02/22/1997 12:00:00 AM	20	CESAR	20,001	VALLEDUPAR	SECUESTRO EXTORSIVO	1
02/22/1997 12:00:00 AM	81	ARAUCA	81,3	FORTUL	SECUESTRO EXTORSIVO	2
02/23/1997 12:00:00 AM	19	CAUCA	19,807	TIMBIO	SECUESTRO EXTORSIVO	1
02/23/1997 12:00:00 AM	20	CESAR	20,621	LA PAZ	SECUESTRO EXTORSIVO	1
02/23/1997 12:00:00 AM	68	SANTANDER	68,001	BUCARAMANGA	SECUESTRO EXTORSIVO	2
02/24/1997 12:00:00 AM	13	BOLÍVAR	13,001	CARTAGENA	SECUESTRO EXTORSIVO	1
