,FECHA HECHO,COD_DEPTO,DEPARTAMENTO,CODIGO DANE,MUNICIPIO,TIPO DELITO,CANTIDAD,MES DE SECUESTRO
0,1996-01-01,5,ANTIOQUIA,5042,SANTAFE DE ANTIOQUIA,SECUESTRO SIMPLE,1,1
1,1996-01-01,25,CUNDINAMARCA,25290,FUSAGASUGA,SECUESTRO EXTORSIVO,1,1
2,1996-01-02,5,ANTIOQUIA,5038,ANGOSTURA,SECUESTRO EXTORSIVO,1,1
3,1996-01-02,5,ANTIOQUIA,5088,BELLO,SECUESTRO EXTORSIVO,1,1
4,1996-01-02,11,CUNDINAMARCA,11001,"BOGOTA, D.C.",SECUESTRO EXTORSIVO,1,1
5,1996-01-02,68,SANTANDER,68001,BUCARAMANGA,SECUESTRO EXTORSIVO,1,1
6,1996-01-03,11,CUNDINAMARCA,11001,"BOGOTA, D.C.",SECUESTRO EXTORSIVO,1,1
7,1996-01-04,5,ANTIOQUIA,5042,SANTAFE DE ANTIOQUIA,SECUESTRO EXTORSIVO,1,1
8,1996-01-04,18,CAQUETÁ,18592,PUERTO RICO,SECUESTRO EXTORSIVO,1,1
9,1996-01-04,63,QUINDÍO,63001,ARMENIA,SECUESTRO EXTORSIVO,1,1
10,1996-01-05,5,ANTIOQUIA,5088,BELLO,SECUESTRO EXTORSIVO,1,1
11,1996-01-05,11,CUNDINAMARCA,11001,"BOGOTA, D.C.",SECUESTRO EXTORSIVO,1,1
12,1996-01-05,25,CUNDINAMARCA,25377,LA CALERA,SECUESTRO EXTORSIVO,1,1
13,1996-01-06,5,ANTIOQUIA,5001,MEDELLIN,SECUESTRO EXTORSIVO,1,1
14,1996-01-06,5,ANTIOQUIA,5042,SANTAFE DE ANTIOQUIA,SECUESTRO EXTORSIVO,2,1
15,1996-01-07,5,ANTIOQUIA,5761,SOPETRAN,SECUESTRO EXTORSIVO,1,1
16,1996-01-08,5,ANTIOQUIA,5001,MEDELLIN,SECUESTRO EXTORSIVO,3,1
17,1996-01-08,5,ANTIOQUIA,5042,SANTAFE DE ANTIOQUIA,SECUESTRO EXTORSIVO,2,1
18,1996-01-08,5,ANTIOQUIA,5045,APARTADO,SECUESTRO EXTORSIVO,1,1
19,1996-01-08,44,LA GUAJIRA,44874,VILLANUEVA,SECUESTRO EXTORSIVO,2,1
20,1996-01-09,41,HUILA,41306,GIGANTE,SECUESTRO EXTORSIVO,1,1
21,1996-01-09,81,ARAUCA,81591,PUERTO RONDON,SECUESTRO EXTORSIVO,1,1
22,1996-01-10,5,ANTIOQUIA,5042,SANTAFE DE ANTIOQUIA,SECUESTRO EXTORSIVO,2,1
23,1996-01-10,5,ANTIOQUIA,5045,APARTADO,SECUESTRO EXTORSIVO,2,1
24,1996-01-10,8,ATLÁNTICO,8001,BARRANQUILLA,SECUESTRO EXTORSIVO,1,1
25,1996-01-11,15,BOYACÁ,15572,PUERTO BOYACA,SECUESTRO EXTORSIVO,1,1
26,1996-01-11,41,HUILA,41132,CAMPOALEGRE,SECUESTRO EXTORSIVO,1,1
27,1996-01-12,20,CESAR,20175,CHIMICHAGUA,SECUESTRO EXTORSIVO,1,1
28,1996-01-13,11,CUNDINAMARCA,11001,"BOGOTA, D.C.",SECUESTRO EXTORSIVO,1,1
29,1996-01-13,54,NORTE DE SANTANDER,54001,CUCUTA,SECUESTRO EXTORSIVO,1,1
30,1996-01-14,20,CESAR,20517,PAILITAS,SECUESTRO EXTORSIVO,1,1
31,1996-01-15,18,CAQUETÁ,18001,FLORENCIA,SECUESTRO EXTORSIVO,1,1
32,1996-01-16,11,CUNDINAMARCA,11001,"BOGOTA, D.C.",SECUESTRO EXTORSIVO,2,1
33,1996-01-16,68,SANTANDER,68547,PIEDECUESTA,SECUESTRO EXTORSIVO,1,1
34,1996-01-17,5,ANTIOQUIA,5001,MEDELLIN,SECUESTRO EXTORSIVO,4,1
35,1996-01-17,20,CESAR,20614,RIO DE ORO,SECUESTRO EXTORSIVO,1,1
36,1996-01-17,41,HUILA,41020,ALGECIRAS,SECUESTRO EXTORSIVO,1,1
37,1996-01-17,47,MAGDALENA,47058,ARIGUANI,SECUESTRO EXTORSIVO,1,1
38,1996-01-17,54,NORTE DE SANTANDER,54498,OCAÑA,SECUESTRO EXTORSIVO,1,1
39,1996-01-18,5,ANTIOQUIA,5847,URRAO,SECUESTRO EXTORSIVO,1,1
40,1996-01-18,11,CUNDINAMARCA,11001,"BOGOTA, D.C.",SECUESTRO EXTORSIVO,1,1
41,1996-01-18,54,NORTE DE SANTANDER,54498,OCAÑA,SECUESTRO EXTORSIVO,1,1
42,1996-01-18,68,SANTANDER,68547,PIEDECUESTA,SECUESTRO EXTORSIVO,1,1
43,1996-01-18,70,SUCRE,70265,GUARANDA,SECUESTRO EXTORSIVO,1,1
44,1996-01-19,11,CUNDINAMARCA,11001,"BOGOTA, D.C.",SECUESTRO EXTORSIVO,1,1
45,1996-01-19,50,META,50124,CABUYARO,SECUESTRO EXTORSIVO,1,1
46,1996-01-20,5,ANTIOQUIA,5642,SALGAR,SECUESTRO EXTORSIVO,1,1
47,1996-01-20,85,CASANARE,85162,MONTERREY,SECUESTRO EXTORSIVO,1,1
48,1996-01-21,5,ANTIOQUIA,5664,SAN PEDRO,SECUESTRO EXTORSIVO,1,1
49,1996-01-21,8,ATLÁNTICO,8638,SABANALARGA,SECUESTRO EXTORSIVO,1,1
50,1996-01-21,20,CESAR,20710,SAN ALBERTO,SECUESTRO EXTORSIVO,2,1
51,1996-01-22,5,ANTIOQUIA,5147,CAREPA,SECUESTRO EXTORSIVO,1,1
52,1996-01-22,8,ATLÁNTICO,8001,BARRANQUILLA,SECUESTRO EXTORSIVO,1,1
53,1996-01-22,20,CESAR,20400,LA JAGUA DE IBIRICO,SECUESTRO EXTORSIVO,3,1
54,1996-01-22,70,SUCRE,70713,SAN ONOFRE,SECUESTRO EXTORSIVO,1,1
55,1996-01-23,41,HUILA,41551,PITALITO,SECUESTRO EXTORSIVO,1,1
56,1996-01-24,5,ANTIOQUIA,5664,SAN PEDRO,SECUESTRO EXTORSIVO,1,1
57,1996-01-24,19,CAUCA,19701,SANTA ROSA,SECUESTRO EXTORSIVO,1,1
58,1996-01-24,41,HUILA,41551,PITALITO,SECUESTRO EXTORSIVO,2,1
59,1996-01-24,54,NORTE DE SANTANDER,54660,SALAZAR,SECUESTRO EXTORSIVO,1,1
60,1996-01-24,85,CASANARE,85001,YOPAL,SECUESTRO EXTORSIVO,1,1
61,1996-01-25,5,ANTIOQUIA,5856,VALPARAISO,SECUESTRO EXTORSIVO,1,1
62,1996-01-25,47,MAGDALENA,47288,FUNDACION,SECUESTRO EXTORSIVO,1,1
63,1996-01-25,86,PUTUMAYO,86320,ORITO,SECUESTRO EXTORSIVO,1,1
64,1996-01-26,5,ANTIOQUIA,5001,MEDELLIN,SECUESTRO EXTORSIVO,2,1
65,1996-01-26,8,ATLÁNTICO,8001,BARRANQUILLA,SECUESTRO EXTORSIVO,1,1
66,1996-01-26,13,BOLÍVAR,13654,SAN JACINTO,SECUESTRO EXTORSIVO,2,1
67,1996-01-26,18,CAQUETÁ,18256,EL PAUJIL,SECUESTRO EXTORSIVO,1,1
68,1996-01-26,25,CUNDINAMARCA,25377,LA CALERA,SECUESTRO EXTORSIVO,1,1
69,1996-01-27,8,ATLÁNTICO,8001,BARRANQUILLA,SECUESTRO EXTORSIVO,1,1
70,1996-01-27,20,CESAR,20710,SAN ALBERTO,SECUESTRO EXTORSIVO,2,1
71,1996-01-28,5,ANTIOQUIA,5001,MEDELLIN,SECUESTRO EXTORSIVO,2,1
72,1996-01-28,5,ANTIOQUIA,5045,APARTADO,SECUESTRO EXTORSIVO,1,1
73,1996-01-28,20,CESAR,20001,VALLEDUPAR,SECUESTRO EXTORSIVO,1,1
74,1996-01-28,20,CESAR,20621,LA PAZ,SECUESTRO EXTORSIVO,2,1
75,1996-01-28,44,LA GUAJIRA,44078,BARRANCAS,SECUESTRO EXTORSIVO,1,1
76,1996-01-28,44,LA GUAJIRA,44650,SAN JUAN DEL CESAR,SECUESTRO EXTORSIVO,1,1
77,1996-01-29,5,ANTIOQUIA,5001,MEDELLIN,SECUESTRO EXTORSIVO,1,1
78,1996-01-29,5,ANTIOQUIA,5756,SONSON,SECUESTRO EXTORSIVO,1,1
79,1996-01-30,5,ANTIOQUIA,5697,EL SANTUARIO,SECUESTRO EXTORSIVO,1,1
80,1996-01-30,15,BOYACÁ,15693,SANTA ROSA DE VITERBO,SECUESTRO EXTORSIVO,1,1
81,1996-01-30,73,TOLIMA,73675,SAN ANTONIO,SECUESTRO EXTORSIVO,1,1
82,1996-01-31,68,SANTANDER,68547,PIEDECUESTA,SECUESTRO EXTORSIVO,1,1
83,1996-01-31,70,SUCRE,70717,SAN PEDRO,SECUESTRO EXTORSIVO,1,1
84,1996-02-01,5,ANTIOQUIA,5001,MEDELLIN,SECUESTRO EXTORSIVO,1,2
85,1996-02-01,52,NARIÑO,52001,PASTO,SECUESTRO EXTORSIVO,1,2
86,1996-02-02,20,CESAR,20550,PELAYA,SECUESTRO EXTORSIVO,1,2
87,1996-02-02,41,HUILA,41078,BARAYA,SECUESTRO EXTORSIVO,1,2
88,1996-02-02,85,CASANARE,85430,TRINIDAD,SECUESTRO EXTORSIVO,2,2
89,1996-02-03,5,ANTIOQUIA,5642,SALGAR,SECUESTRO EXTORSIVO,1,2
90,1996-02-03,50,META,50683,SAN JUAN DE ARAMA,SECUESTRO EXTORSIVO,1,2
91,1996-02-04,5,ANTIOQUIA,5615,RIONEGRO,SECUESTRO EXTORSIVO,1,2
92,1996-02-04,20,CESAR,20011,AGUACHICA,SECUESTRO EXTORSIVO,1,2
93,1996-02-04,70,SUCRE,70508,OVEJAS,SECUESTRO EXTORSIVO,3,2
94,1996-02-06,5,ANTIOQUIA,5101,CIUDAD BOLIVAR,SECUESTRO EXTORSIVO,1,2
95,1996-02-06,5,ANTIOQUIA,5660,SAN LUIS,SECUESTRO EXTORSIVO,2,2
96,1996-02-06,54,NORTE DE SANTANDER,54001,CUCUTA,SECUESTRO EXTORSIVO,1,2
97,1996-02-07,20,CESAR,20013,AGUSTIN CODAZZI,SECUESTRO EXTORSIVO,1,2
98,1996-02-07,44,LA GUAJIRA,44001,RIOHACHA,SECUESTRO EXTORSIVO,1,2
99,1996-02-07,54,NORTE DE SANTANDER,54001,CUCUTA,SECUESTRO EXTORSIVO,1,2
100,1996-02-07,66,RISARALDA,66001,PEREIRA,SECUESTRO EXTORSIVO,1,2
101,1996-02-08,5,ANTIOQUIA,5660,SAN LUIS,SECUESTRO EXTORSIVO,2,2
102,1996-02-08,19,CAUCA,19001,POPAYAN,SECUESTRO EXTORSIVO,1,2
103,1996-02-09,5,ANTIOQUIA,5664,SAN PEDRO,SECUESTRO EXTORSIVO,1,2
104,1996-02-09,20,CESAR,20013,AGUSTIN CODAZZI,SECUESTRO EXTORSIVO,1,2
105,1996-02-10,5,ANTIOQUIA,5030,AMAGA,SECUESTRO EXTORSIVO,2,2
106,1996-02-12,5,ANTIOQUIA,5315,GUADALUPE,SECUESTRO EXTORSIVO,1,2
107,1996-02-12,11,CUNDINAMARCA,11001,"BOGOTA, D.C.",SECUESTRO EXTORSIVO,1,2
108,1996-02-12,27,CHOCÓ,27001,QUIBDO,SECUESTRO EXTORSIVO,1,2
109,1996-02-12,81,ARAUCA,81001,ARAUCA,SECUESTRO EXTORSIVO,2,2
110,1996-02-13,5,ANTIOQUIA,5001,MEDELLIN,SECUESTRO EXTORSIVO,1,2
111,1996-02-13,47,MAGDALENA,47288,FUNDACION,SECUESTRO EXTORSIVO,1,2
112,1996-02-13,68,SANTANDER,68001,BUCARAMANGA,SECUESTRO EXTORSIVO,1,2
113,1996-02-14,20,CESAR,20013,AGUSTIN CODAZZI,SECUESTRO EXTORSIVO,2,2
114,1996-02-14,25,CUNDINAMARCA,25807,TIBIRITA,SECUESTRO EXTORSIVO,1,2
115,1996-02-14,41,HUILA,41551,PITALITO,SECUESTRO EXTORSIVO,1,2
116,1996-02-14,50,META,50150,CASTILLA LA NUEVA,SECUESTRO EXTORSIVO,1,2
117,1996-02-14,68,SANTANDER,68001,BUCARAMANGA,SECUESTRO EXTORSIVO,1,2
118,1996-02-15,5,ANTIOQUIA,5001,MEDELLIN,SECUESTRO EXTORSIVO,1,2
119,1996-02-15,63,QUINDÍO,63001,ARMENIA,SECUESTRO EXTORSIVO,1,2
120,1996-02-15,85,CASANARE,85410,TAURAMENA,SECUESTRO EXTORSIVO,1,2
121,1996-02-16,5,ANTIOQUIA,5001,MEDELLIN,SECUESTRO EXTORSIVO,1,2
122,1996-02-16,20,CESAR,20228,CURUMANI,SECUESTRO EXTORSIVO,1,2
123,1996-02-16,44,LA GUAJIRA,44378,HATONUEVO,SECUESTRO EXTORSIVO,1,2
124,1996-02-16,76,VALLE DEL CAUCA,76130,CANDELARIA,SECUESTRO EXTORSIVO,1,2
125,1996-02-17,50,META,50680,SAN CARLOS DE GUAROA,SECUESTRO EXTORSIVO,1,2
126,1996-02-17,66,RISARALDA,66001,PEREIRA,SECUESTRO EXTORSIVO,1,2
127,1996-02-18,5,ANTIOQUIA,5001,MEDELLIN,SECUESTRO SIMPLE,1,2
128,1996-02-19,95,GUAVIARE,95015,CALAMAR,SECUESTRO EXTORSIVO,1,2
129,1996-02-20,5,ANTIOQUIA,5756,SONSON,SECUESTRO EXTORSIVO,1,2
130,1996-02-21,5,ANTIOQUIA,5045,APARTADO,SECUESTRO EXTORSIVO,1,2
131,1996-02-21,50,META,50006,ACACIAS,SECUESTRO EXTORSIVO,1,2
132,1996-02-22,11,CUNDINAMARCA,11001,"BOGOTA, D.C.",SECUESTRO EXTORSIVO,1,2
133,1996-02-22,15,BOYACÁ,15299,GARAGOA,SECUESTRO EXTORSIVO,1,2
134,1996-02-22,54,NORTE DE SANTANDER,54003,ABREGO,SECUESTRO EXTORSIVO,1,2
135,1996-02-22,66,RISARALDA,66088,BELEN DE UMBRIA,SECUESTRO EXTORSIVO,1,2
136,1996-02-23,25,CUNDINAMARCA,25885,YACOPI,SECUESTRO EXTORSIVO,1,2
137,1996-02-24,8,ATLÁNTICO,8421,LURUACO,SECUESTRO EXTORSIVO,2,2
138,1996-02-25,27,CHOCÓ,27361,ISTMINA,SECUESTRO EXTORSIVO,5,2
139,1996-02-26,5,ANTIOQUIA,5001,MEDELLIN,SECUESTRO EXTORSIVO,1,2
140,1996-02-27,5,ANTIOQUIA,5001,MEDELLIN,SECUESTRO EXTORSIVO,1,2
141,1996-02-27,76,VALLE DEL CAUCA,76895,ZARZAL,SECUESTRO EXTORSIVO,1,2
142,1996-02-28,47,MAGDALENA,47288,FUNDACION,SECUESTRO EXTORSIVO,1,2
143,1996-02-28,76,VALLE DEL CAUCA,76233,DAGUA,SECUESTRO EXTORSIVO,1,2
144,1996-02-29,5,ANTIOQUIA,5045,APARTADO,SECUESTRO EXTORSIVO,1,2
145,1996-02-29,19,CAUCA,19001,POPAYAN,SECUESTRO EXTORSIVO,2,2
146,1996-02-29,23,CÓRDOBA,23570,PUEBLO NUEVO,SECUESTRO EXTORSIVO,1,2
147,1996-03-01,5,ANTIOQUIA,5001,MEDELLIN,SECUESTRO EXTORSIVO,1,3
148,1996-03-01,25,CUNDINAMARCA,25530,PARATEBUENO,SECUESTRO EXTORSIVO,2,3
149,1996-03-02,5,ANTIOQUIA,5172,CHIGORODO,SECUESTRO SIMPLE,1,3
150,1996-03-02,5,ANTIOQUIA,5411,LIBORINA,SECUESTRO EXTORSIVO,1,3
151,1996-03-02,47,MAGDALENA,47053,ARACATACA,SECUESTRO EXTORSIVO,1,3
152,1996-03-03,5,ANTIOQUIA,5480,MUTATA,SECUESTRO EXTORSIVO,1,3
153,1996-03-03,66,RISARALDA,66170,DOSQUEBRADAS,SECUESTRO EXTORSIVO,1,3
154,1996-03-04,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,3,3
155,1996-03-05,5,ANTIOQUIA,5411,LIBORINA,SECUESTRO EXTORSIVO,1,3
156,1996-03-05,76,VALLE DEL CAUCA,76616,RIOFRIO,SECUESTRO EXTORSIVO,1,3
157,1996-03-06,5,ANTIOQUIA,5197,COCORNA,SECUESTRO EXTORSIVO,1,3
158,1996-03-06,52,NARIÑO,52835,SAN ANDRES DE TUMACO,SECUESTRO EXTORSIVO,2,3
159,1996-03-06,70,SUCRE,70001,SINCELEJO,SECUESTRO EXTORSIVO,1,3
160,1996-03-07,5,ANTIOQUIA,5690,SANTO DOMINGO,SECUESTRO EXTORSIVO,1,3
161,1996-03-07,47,MAGDALENA,47288,FUNDACION,SECUESTRO EXTORSIVO,1,3
162,1996-03-08,18,CAQUETÁ,18753,SAN VICENTE DEL CAGUAN,SECUESTRO EXTORSIVO,2,3
163,1996-03-09,20,CESAR,20060,BOSCONIA,SECUESTRO EXTORSIVO,1,3
164,1996-03-09,47,MAGDALENA,47288,FUNDACION,SECUESTRO EXTORSIVO,2,3
165,1996-03-10,44,LA GUAJIRA,44279,FONSECA,SECUESTRO EXTORSIVO,1,3
166,1996-03-11,5,ANTIOQUIA,5001,MEDELLIN,SECUESTRO EXTORSIVO,2,3
167,1996-03-12,5,ANTIOQUIA,5001,MEDELLIN,SECUESTRO EXTORSIVO,1,3
168,1996-03-12,15,BOYACÁ,15051,ARCABUCO,SECUESTRO EXTORSIVO,1,3
169,1996-03-13,5,ANTIOQUIA,5001,MEDELLIN,SECUESTRO EXTORSIVO,1,3
170,1996-03-13,44,LA GUAJIRA,44430,MAICAO,SECUESTRO EXTORSIVO,1,3
171,1996-03-14,8,ATLÁNTICO,8001,BARRANQUILLA,SECUESTRO EXTORSIVO,1,3
172,1996-03-14,54,NORTE DE SANTANDER,54001,CUCUTA,SECUESTRO EXTORSIVO,2,3
173,1996-03-14,54,NORTE DE SANTANDER,54001,CUCUTA,SECUESTRO SIMPLE,1,3
174,1996-03-15,47,MAGDALENA,47288,FUNDACION,SECUESTRO EXTORSIVO,1,3
175,1996-03-16,5,ANTIOQUIA,5001,MEDELLIN,SECUESTRO EXTORSIVO,1,3
176,1996-03-16,8,ATLÁNTICO,8638,SABANALARGA,SECUESTRO EXTORSIVO,1,3
177,1996-03-16,68,SANTANDER,68081,BARRANCABERMEJA,SECUESTRO EXTORSIVO,1,3
178,1996-03-17,11,CUNDINAMARCA,11001,"BOGOTA, D.C.",SECUESTRO EXTORSIVO,1,3
179,1996-03-18,5,ANTIOQUIA,5001,MEDELLIN,SECUESTRO EXTORSIVO,1,3
180,1996-03-18,50,META,50001,VILLAVICENCIO,SECUESTRO EXTORSIVO,1,3
181,1996-03-18,66,RISARALDA,66001,PEREIRA,SECUESTRO EXTORSIVO,1,3
182,1996-03-18,70,SUCRE,70771,SUCRE,SECUESTRO EXTORSIVO,2,3
183,1996-03-19,5,ANTIOQUIA,5001,MEDELLIN,SECUESTRO EXTORSIVO,1,3
184,1996-03-19,5,ANTIOQUIA,5045,APARTADO,SECUESTRO SIMPLE,1,3
185,1996-03-19,54,NORTE DE SANTANDER,54003,ABREGO,SECUESTRO EXTORSIVO,3,3
186,1996-03-20,5,ANTIOQUIA,5480,MUTATA,SECUESTRO EXTORSIVO,2,3
187,1996-03-20,5,ANTIOQUIA,5756,SONSON,SECUESTRO EXTORSIVO,1,3
188,1996-03-20,13,BOLÍVAR,13001,CARTAGENA,SECUESTRO EXTORSIVO,1,3
189,1996-03-21,5,ANTIOQUIA,5001,MEDELLIN,SECUESTRO EXTORSIVO,2,3
190,1996-03-21,13,BOLÍVAR,13670,SAN PABLO,SECUESTRO EXTORSIVO,1,3
191,1996-03-21,17,CALDAS,17001,MANIZALES,SECUESTRO EXTORSIVO,1,3
192,1996-03-21,27,CHOCÓ,27361,ISTMINA,SECUESTRO EXTORSIVO,1,3
193,1996-03-21,68,SANTANDER,68575,PUERTO WILCHES,SECUESTRO EXTORSIVO,1,3
194,1996-03-22,13,BOLÍVAR,13473,MORALES,SECUESTRO EXTORSIVO,1,3
195,1996-03-22,41,HUILA,41016,AIPE,SECUESTRO EXTORSIVO,1,3
196,1996-03-22,50,META,50001,VILLAVICENCIO,SECUESTRO EXTORSIVO,1,3
197,1996-03-23,5,ANTIOQUIA,5628,SABANALARGA,SECUESTRO EXTORSIVO,2,3
198,1996-03-23,5,ANTIOQUIA,5658,SAN JOSE DE LA MONTAÑA,SECUESTRO SIMPLE,1,3
199,1996-03-23,54,NORTE DE SANTANDER,54498,OCAÑA,SECUESTRO EXTORSIVO,1,3
200,1996-03-23,66,RISARALDA,66001,PEREIRA,SECUESTRO EXTORSIVO,1,3
201,1996-03-24,5,ANTIOQUIA,5001,MEDELLIN,SECUESTRO EXTORSIVO,2,3
202,1996-03-24,66,RISARALDA,66001,PEREIRA,SECUESTRO EXTORSIVO,1,3
203,1996-03-24,70,SUCRE,70429,MAJAGUAL,SECUESTRO EXTORSIVO,5,3
204,1996-03-24,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1,3
205,1996-03-25,20,CESAR,20013,AGUSTIN CODAZZI,SECUESTRO EXTORSIVO,1,3
206,1996-03-25,20,CESAR,20614,RIO DE ORO,SECUESTRO EXTORSIVO,2,3
207,1996-03-25,47,MAGDALENA,47001,SANTA MARTA,SECUESTRO EXTORSIVO,1,3
208,1996-03-26,5,ANTIOQUIA,5001,MEDELLIN,SECUESTRO EXTORSIVO,1,3
209,1996-03-26,20,CESAR,20013,AGUSTIN CODAZZI,SECUESTRO EXTORSIVO,1,3
210,1996-03-26,76,VALLE DEL CAUCA,76834,TULUA,SECUESTRO EXTORSIVO,1,3
211,1996-03-26,81,ARAUCA,81001,ARAUCA,SECUESTRO EXTORSIVO,1,3
212,1996-03-27,5,ANTIOQUIA,5318,GUARNE,SECUESTRO EXTORSIVO,2,3
213,1996-03-27,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1,3
214,1996-03-28,13,BOLÍVAR,13001,CARTAGENA,SECUESTRO EXTORSIVO,1,3
215,1996-03-28,13,BOLÍVAR,13430,MAGANGUE,SECUESTRO EXTORSIVO,1,3
216,1996-03-28,20,CESAR,20710,SAN ALBERTO,SECUESTRO SIMPLE,1,3
217,1996-03-28,81,ARAUCA,81300,FORTUL,SECUESTRO EXTORSIVO,1,3
218,1996-03-29,5,ANTIOQUIA,5001,MEDELLIN,SECUESTRO EXTORSIVO,1,3
219,1996-03-29,41,HUILA,41668,SAN AGUSTIN,SECUESTRO EXTORSIVO,1,3
220,1996-03-29,47,MAGDALENA,47288,FUNDACION,SECUESTRO EXTORSIVO,1,3
221,1996-03-30,11,CUNDINAMARCA,11001,"BOGOTA, D.C.",SECUESTRO EXTORSIVO,1,3
222,1996-03-30,20,CESAR,20710,SAN ALBERTO,SECUESTRO SIMPLE,1,3
223,1996-03-30,50,META,50313,GRANADA,SECUESTRO EXTORSIVO,1,3
224,1996-03-31,70,SUCRE,70001,SINCELEJO,SECUESTRO EXTORSIVO,1,3
225,1996-03-31,85,CASANARE,85001,YOPAL,SECUESTRO EXTORSIVO,1,3
226,1996-04-01,5,ANTIOQUIA,5854,VALDIVIA,SECUESTRO SIMPLE,2,4
227,1996-04-01,8,ATLÁNTICO,8001,BARRANQUILLA,SECUESTRO EXTORSIVO,1,4
228,1996-04-02,5,ANTIOQUIA,5197,COCORNA,SECUESTRO EXTORSIVO,1,4
229,1996-04-02,11,CUNDINAMARCA,11001,"BOGOTA, D.C.",SECUESTRO EXTORSIVO,1,4
230,1996-04-02,66,RISARALDA,66001,PEREIRA,SECUESTRO EXTORSIVO,1,4
231,1996-04-03,54,NORTE DE SANTANDER,54003,ABREGO,SECUESTRO EXTORSIVO,1,4
232,1996-04-03,68,SANTANDER,68077,BARBOSA,SECUESTRO EXTORSIVO,1,4
233,1996-04-06,5,ANTIOQUIA,5656,SAN JERONIMO,SECUESTRO EXTORSIVO,1,4
234,1996-04-06,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO SIMPLE,1,4
235,1996-04-07,85,CASANARE,85001,YOPAL,SECUESTRO EXTORSIVO,1,4
236,1996-04-08,8,ATLÁNTICO,8001,BARRANQUILLA,SECUESTRO EXTORSIVO,1,4
237,1996-04-08,20,CESAR,20621,LA PAZ,SECUESTRO EXTORSIVO,4,4
238,1996-04-08,44,LA GUAJIRA,44855,URUMITA,SECUESTRO EXTORSIVO,1,4
239,1996-04-08,47,MAGDALENA,47189,CIENAGA,SECUESTRO EXTORSIVO,1,4
240,1996-04-08,52,NARIÑO,52079,BARBACOAS,SECUESTRO EXTORSIVO,2,4
241,1996-04-08,76,VALLE DEL CAUCA,76834,TULUA,SECUESTRO EXTORSIVO,1,4
242,1996-04-08,81,ARAUCA,81065,ARAUQUITA,SECUESTRO EXTORSIVO,1,4
243,1996-04-09,11,CUNDINAMARCA,11001,"BOGOTA, D.C.",SECUESTRO EXTORSIVO,1,4
244,1996-04-09,68,SANTANDER,68255,EL PLAYON,SECUESTRO EXTORSIVO,1,4
245,1996-04-09,68,SANTANDER,68615,RIONEGRO,SECUESTRO EXTORSIVO,1,4
246,1996-04-09,70,SUCRE,70429,MAJAGUAL,SECUESTRO EXTORSIVO,1,4
247,1996-04-09,76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,SECUESTRO SIMPLE,1,4
248,1996-04-10,5,ANTIOQUIA,5264,ENTRERRIOS,SECUESTRO EXTORSIVO,1,4
249,1996-04-10,18,CAQUETÁ,18001,FLORENCIA,SECUESTRO EXTORSIVO,1,4
250,1996-04-10,19,CAUCA,19001,POPAYAN,SECUESTRO EXTORSIVO,1,4
251,1996-04-10,47,MAGDALENA,47189,CIENAGA,SECUESTRO EXTORSIVO,1,4
252,1996-04-10,50,META,50711,VISTAHERMOSA,SECUESTRO EXTORSIVO,2,4
253,1996-04-11,50,META,50711,VISTAHERMOSA,SECUESTRO EXTORSIVO,1,4
254,1996-04-11,70,SUCRE,70713,SAN ONOFRE,SECUESTRO EXTORSIVO,1,4
255,1996-04-12,17,CALDAS,17001,MANIZALES,SECUESTRO EXTORSIVO,1,4
256,1996-04-12,68,SANTANDER,68615,RIONEGRO,SECUESTRO EXTORSIVO,1,4
257,1996-04-12,76,VALLE DEL CAUCA,76520,PALMIRA,SECUESTRO EXTORSIVO,1,4
258,1996-04-14,19,CAUCA,19001,POPAYAN,SECUESTRO EXTORSIVO,1,4
259,1996-04-16,85,CASANARE,85001,YOPAL,SECUESTRO EXTORSIVO,1,4
260,1996-04-17,5,ANTIOQUIA,5674,SAN VICENTE,SECUESTRO EXTORSIVO,2,4
261,1996-04-18,11,CUNDINAMARCA,11001,"BOGOTA, D.C.",SECUESTRO EXTORSIVO,1,4
262,1996-04-18,54,NORTE DE SANTANDER,54670,SAN CALIXTO,SECUESTRO EXTORSIVO,1,4
263,1996-04-19,5,ANTIOQUIA,5790,TARAZA,SECUESTRO SIMPLE,1,4
264,1996-04-20,5,ANTIOQUIA,5308,GIRARDOTA,SECUESTRO SIMPLE,1,4
265,1996-04-20,44,LA GUAJIRA,44001,RIOHACHA,SECUESTRO EXTORSIVO,1,4
266,1996-04-20,44,LA GUAJIRA,44855,URUMITA,SECUESTRO EXTORSIVO,1,4
267,1996-04-20,54,NORTE DE SANTANDER,54003,ABREGO,SECUESTRO SIMPLE,1,4
268,1996-04-21,5,ANTIOQUIA,5088,BELLO,SECUESTRO SIMPLE,1,4
269,1996-04-21,54,NORTE DE SANTANDER,54810,TIBU,SECUESTRO EXTORSIVO,1,4
270,1996-04-21,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1,4
271,1996-04-22,5,ANTIOQUIA,5858,VEGACHI,SECUESTRO EXTORSIVO,2,4
