DEPARTAMENTO,MUNICIPIO,CODIGO DANE,ARMAS MEDIOS,FECHA HECHO,GENERO,GRUPO ETARIO,TIPO DE HURTO,CANTIDAD
ANTIOQUIA,ANDES,05034000,NO REPORTA,4/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,BARRANCA DE UPÍA,50110000,NO REPORTA,4/08/2011,FEMENINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,SAN PEDRO,70717000,NO REPORTA,4/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAQUETÁ,CURILLO,18205000,ARMA BLANCA / CORTOPUNZANTE,5/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAQUETÁ,FLORENCIA (CT),18001000,NO REPORTA,5/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,VILLAVICENCIO (CT),50001000,NO REPORTA,5/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,IBAGUÉ (CT),73001000,NO REPORTA,5/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ARAUCA,SARAVENA,81736000,ARMA DE FUEGO,6/08/2011,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
TOLIMA,MARIQUITA,73443000,NO REPORTA,6/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,IBAGUÉ (CT),73001000,ARMA DE FUEGO,7/08/2011,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,NO REPORTA,7/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,ITAGUI,05360000,ARMA DE FUEGO,8/08/2011,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
HUILA,PITALITO,41551000,ARMA BLANCA / CORTOPUNZANTE,8/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SANTANDER,PUENTE NACIONAL,68572000,ARMA BLANCA / CORTOPUNZANTE,8/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,PAZ DE ARIPORO,85250000,NO REPORTA,8/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CÓRDOBA,LOS CÓRDOBAS,23419000,NO REPORTA,8/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
HUILA,NEIVA (CT),41001000,NO REPORTA,8/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,SAN MARTÍN,50689000,NO REPORTA,8/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE,CANDELARIA,76130000,ARMA DE FUEGO,9/08/2011,NO REPORTA,NO REPORTA,HURTO PIRATERÍA TERRESTRE,1
ATLÁNTICO,SABANALARGA,08638000,ARMA BLANCA / CORTOPUNZANTE,9/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE,TULUÁ,76834000,ARMA DE FUEGO,9/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOLÍVAR,MAGANGUÉ,13430000,NO REPORTA,9/08/2011,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CAUCA,POPAYÁN (CT),19001000,NO REPORTA,9/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
HUILA,ISNOS,41359000,NO REPORTA,9/08/2011,FEMENINO,ADULTOS,HURTO ABIGEATO,1
ARAUCA,SARAVENA,81736000,ARMA DE FUEGO,10/08/2011,NO REPORTA,NO REPORTA,HURTO PIRATERÍA TERRESTRE,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,10/08/2011,NO REPORTA,NO REPORTA,HURTO ENTIDADES FINANCIERAS,1
BOYACÁ,TIBASOSA,15806000,NO REPORTA,10/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CALDAS,SALAMINA,17653000,NO REPORTA,10/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,GUADUAS,25320000,NO REPORTA,10/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,2
RISARALDA,SANTA ROSA DE CABAL,66682000,NO REPORTA,10/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,BELLO,05088000,ARMA DE FUEGO,11/08/2011,NO REPORTA,NO REPORTA,HURTO PIRATERÍA TERRESTRE,1
ANTIOQUIA,CALDAS,05129000,ARMA DE FUEGO,11/08/2011,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA DE FUEGO,11/08/2011,NO REPORTA,NO REPORTA,HURTO PIRATERÍA TERRESTRE,1
BOYACÁ,TUNJA (CT),15001000,NO REPORTA,11/08/2011,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CAUCA,CALOTO,19142000,NO REPORTA,11/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,SILVANIA,25743000,NO REPORTA,11/08/2011,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,SILVANIA,25743000,NO REPORTA,11/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
HUILA,GIGANTE,41306000,NO REPORTA,11/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,FRESNO,73283000,NO REPORTA,11/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA DE FUEGO,12/08/2011,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
ANTIOQUIA,MEDELLÍN (CT),05001000,SIN EMPLEO DE ARMAS,12/08/2011,NO REPORTA,NO REPORTA,HURTO ENTIDADES FINANCIERAS,1
TOLIMA,ARMERO,73055000,ARMA DE FUEGO,12/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
HUILA,CAMPOALEGRE,41132000,NO REPORTA,12/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
MAGDALENA,PLATO,47555000,NO REPORTA,12/08/2011,NO REPORTA,NO REPORTA,HURTO ABIGEATO,1
META,PUERTO LÓPEZ,50573000,NO REPORTA,12/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,LÉRIDA,73408000,NO REPORTA,12/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ATLÁNTICO,SOLEDAD,08758000,ARMA DE FUEGO,13/08/2011,NO REPORTA,NO REPORTA,HURTO PIRATERÍA TERRESTRE,1
TOLIMA,ARMERO,73055000,ARMA DE FUEGO,13/08/2011,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
ARAUCA,ARAUCA (CT),81001000,NO REPORTA,13/08/2011,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,MANÍ,85139000,NO REPORTA,13/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,EL PASO,20250000,ARMA DE FUEGO,14/08/2011,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
VALLE,YUMBO,76892000,ARMA BLANCA / CORTOPUNZANTE,15/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACÁ,CHIQUINQUIRÁ,15176000,NO REPORTA,15/08/2011,FEMENINO,ADULTOS,HURTO ABIGEATO,1
META,VILLAVICENCIO (CT),50001000,NO REPORTA,15/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,2
NARIÑO,CUMBAL,52227000,NO REPORTA,15/08/2011,FEMENINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,BELLO,05088000,ARMA DE FUEGO,16/08/2011,NO REPORTA,NO REPORTA,HURTO PIRATERÍA TERRESTRE,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,16/08/2011,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
SANTANDER,BUCARAMANGA (CT),68001000,ARMA DE FUEGO,16/08/2011,NO REPORTA,NO REPORTA,HURTO PIRATERÍA TERRESTRE,1
VALLE,YUMBO,76892000,ARMA BLANCA / CORTOPUNZANTE,16/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,ITAGUI,05360000,ARMA DE FUEGO,17/08/2011,NO REPORTA,NO REPORTA,HURTO PIRATERÍA TERRESTRE,1
VALLE,TULUÁ,76834000,ARMA DE FUEGO,17/08/2011,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
GUAJIRA,FONSECA,44279000,NO REPORTA,17/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,LA MACARENA,50350000,NO REPORTA,17/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,RESTREPO,50606000,NO REPORTA,17/08/2011,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CESAR,VALLEDUPAR (CT),20001000,NO REPORTA,18/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,FACATATIVÁ,25269000,NO REPORTA,18/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,VALLE DE SAN JUAN,73854000,NO REPORTA,18/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,19/08/2011,NO REPORTA,NO REPORTA,HURTO ENTIDADES FINANCIERAS,1
ARAUCA,TAME,81794000,NO REPORTA,19/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACÁ,CHIVATÁ,15187000,NO REPORTA,19/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,NO REPORTA,19/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,2
CASANARE,PAZ DE ARIPORO,85250000,NO REPORTA,20/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,LA GLORIA,20383000,NO REPORTA,20/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
HUILA,CAMPOALEGRE,41132000,NO REPORTA,20/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
HUILA,GIGANTE,41306000,NO REPORTA,20/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,SINCELEJO (CT),70001000,NO REPORTA,20/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE,TORO,76823000,ARMA BLANCA / CORTOPUNZANTE,21/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,VALLEDUPAR (CT),20001000,ARMA DE FUEGO,21/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,CHOCONTÁ,25183000,NO REPORTA,21/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE,ALCALÁ,76020000,NO REPORTA,21/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CONTUNDENTES,22/08/2011,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
VALLE,JAMUNDÍ,76364000,ARMA BLANCA / CORTOPUNZANTE,22/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,VALLEDUPAR (CT),20001000,NO REPORTA,22/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,ARMERO,73055000,NO REPORTA,22/08/2011,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CÓRDOBA,MONTERÍA (CT),23001000,NO REPORTA,23/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,MOSQUERA,25473000,NO REPORTA,23/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE,CALIMA,76126000,NO REPORTA,23/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,BELLO,05088000,ARMA DE FUEGO,24/08/2011,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
ANTIOQUIA,BELLO,05088000,ARMA DE FUEGO,24/08/2011,NO REPORTA,NO REPORTA,HURTO PIRATERÍA TERRESTRE,1
VALLE,LA CUMBRE,76377000,ARMA BLANCA / CORTOPUNZANTE,24/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
NARIÑO,PASTO (CT),52001000,ARMA DE FUEGO,24/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACÁ,SAN JOSÉ DE PARE,15664000,NO REPORTA,24/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,BECERRIL,20045000,NO REPORTA,24/08/2011,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,CAQUEZA,25151000,NO REPORTA,24/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
HUILA,TERUEL,41801000,NO REPORTA,24/08/2011,FEMENINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA DE FUEGO,25/08/2011,NO REPORTA,NO REPORTA,HURTO PIRATERÍA TERRESTRE,1
ANTIOQUIA,FREDONIA,05282000,NO REPORTA,25/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACÁ,CHIQUINQUIRÁ,15176000,NO REPORTA,25/08/2011,FEMENINO,ADULTOS,HURTO ABIGEATO,1
BOYACÁ,IZA,15362000,NO REPORTA,25/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,PAZ DE ARIPORO,85250000,NO REPORTA,25/08/2011,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CAUCA,POPAYÁN (CT),19001000,NO REPORTA,25/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
GUAJIRA,EL MOLINO,44110000,NO REPORTA,25/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,LEJANÍAS,50400000,NO REPORTA,25/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SANTANDER,BARRANCABERMEJA,68081000,NO REPORTA,25/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA DE FUEGO,26/08/2011,NO REPORTA,NO REPORTA,HURTO PIRATERÍA TERRESTRE,1
SANTANDER,PUENTE NACIONAL,68572000,ARMA DE FUEGO,26/08/2011,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
ANTIOQUIA,MEDELLÍN (CT),05001000,SIN EMPLEO DE ARMAS,26/08/2011,NO REPORTA,NO REPORTA,HURTO ENTIDADES FINANCIERAS,1
ATLÁNTICO,MANATÍ,08436000,NO REPORTA,26/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,CHAPARRAL,73168000,NO REPORTA,26/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,TOCANCIPÁ,25817000,ARMA DE FUEGO,27/08/2011,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CÓRDOBA,PLANETA RICA,23555000,NO REPORTA,27/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,NO REPORTA,27/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,IBAGUÉ (CT),73001000,NO REPORTA,27/08/2011,NO REPORTA,NO REPORTA,HURTO ABIGEATO,1
TOLIMA,IBAGUÉ (CT),73001000,ARMA DE FUEGO,28/08/2011,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
VALLE,YUMBO,76892000,ARMA BLANCA / CORTOPUNZANTE,28/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACÁ,FIRAVITOBA,15272000,NO REPORTA,28/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
HUILA,NEIVA (CT),41001000,NO REPORTA,28/08/2011,FEMENINO,ADULTOS,HURTO ABIGEATO,1
META,BARRANCA DE UPÍA,50110000,NO REPORTA,28/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ARAUCA,SARAVENA,81736000,ARMA DE FUEGO,29/08/2011,NO REPORTA,NO REPORTA,HURTO PIRATERÍA TERRESTRE,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,29/08/2011,NO REPORTA,NO REPORTA,HURTO ENTIDADES FINANCIERAS,1
VALLE,GUADALAJARA DE BUGA,76111000,ARMA DE FUEGO,29/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,IBAGUÉ (CT),73001000,NO REPORTA,29/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
GUAJIRA,RIOHACHA (CT),44001000,NO REPORTA,30/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,COROZAL,70215000,NO REPORTA,30/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,TOCAIMA,25815000,ARMA DE FUEGO,31/08/2011,NO REPORTA,NO REPORTA,HURTO PIRATERÍA TERRESTRE,1
MAGDALENA,PLATO,47555000,ARMA DE FUEGO,31/08/2011,NO REPORTA,NO REPORTA,HURTO PIRATERÍA TERRESTRE,1
SANTANDER,LEBRIJA,68406000,ARMA DE FUEGO,31/08/2011,NO REPORTA,NO REPORTA,HURTO PIRATERÍA TERRESTRE,1
ATLÁNTICO,BARRANQUILLA (CT),08001000,ARMA DE FUEGO,31/08/2011,NO REPORTA,NO REPORTA,HURTO ENTIDADES FINANCIERAS,1
BOYACÁ,TUTA,15837000,NO REPORTA,31/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,VILLAVICENCIO (CT),50001000,NO REPORTA,31/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,PIEDRAS,73547000,NO REPORTA,31/08/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAUCA,MERCADERES,19450000,ARMA DE FUEGO,1/09/2011,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
ARAUCA,ARAUCA (CT),81001000,NO REPORTA,1/09/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACÁ,VENTAQUEMADA,15861000,NO REPORTA,1/09/2011,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CALDAS,NORCASIA,17495000,NO REPORTA,1/09/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
HUILA,LA PLATA,41396000,NO REPORTA,1/09/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,VILLAVICENCIO (CT),50001000,NO REPORTA,1/09/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,SAN MARCOS,70708000,NO REPORTA,1/09/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,CALDAS,05129000,ARMA DE FUEGO,2/09/2011,NO REPORTA,NO REPORTA,HURTO PIRATERÍA TERRESTRE,1
ARAUCA,TAME,81794000,ARMA DE FUEGO,2/09/2011,NO REPORTA,NO REPORTA,HURTO PIRATERÍA TERRESTRE,1
VALLE,SEVILLA,76736000,ARMA DE FUEGO,2/09/2011,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
BOYACÁ,SOTAQUIRÁ,15763000,NO REPORTA,2/09/2011,FEMENINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,IBAGUÉ (CT),73001000,NO REPORTA,2/09/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACÁ,SOGAMOSO,15759000,NO REPORTA,3/09/2011,FEMENINO,ADULTOS,HURTO ABIGEATO,1
SANTANDER,BARRANCABERMEJA,68081000,NO REPORTA,3/09/2011,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CAUCA,SILVIA,19743000,NO REPORTA,4/09/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
GUAJIRA,EL MOLINO,44110000,NO REPORTA,4/09/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA DE FUEGO,5/09/2011,NO REPORTA,NO REPORTA,HURTO PIRATERÍA TERRESTRE,1
MAGDALENA,ZONA BANANERA,47980000,ARMA DE FUEGO,5/09/2011,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
MAGDALENA,ZONA BANANERA,47980000,ARMA DE FUEGO,5/09/2011,NO REPORTA,NO REPORTA,HURTO PIRATERÍA TERRESTRE,1
VALLE,JAMUNDÍ,76364000,ARMA BLANCA / CORTOPUNZANTE,5/09/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ATLÁNTICO,MANATÍ,08436000,NO REPORTA,5/09/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACÁ,AQUITANIA,15047000,NO REPORTA,5/09/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACÁ,CHIQUINQUIRÁ,15176000,NO REPORTA,5/09/2011,FEMENINO,ADULTOS,HURTO ABIGEATO,1
BOYACÁ,TUNJA (CT),15001000,NO REPORTA,5/09/2011,FEMENINO,ADULTOS,HURTO ABIGEATO,1
GUAJIRA,EL MOLINO,44110000,NO REPORTA,5/09/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
HUILA,NEIVA (CT),41001000,NO REPORTA,5/09/2011,FEMENINO,ADULTOS,HURTO ABIGEATO,1
ATLÁNTICO,BARRANQUILLA (CT),08001000,ARMA DE FUEGO,6/09/2011,NO REPORTA,NO REPORTA,HURTO ENTIDADES FINANCIERAS,1
BOYACÁ,CHIVATÁ,15187000,NO REPORTA,6/09/2011,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CAUCA,PURACÉ,19585000,NO REPORTA,6/09/2011,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,TENA,25797000,NO REPORTA,6/09/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
HUILA,TELLO,41799000,NO REPORTA,6/09/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SANTANDER,OIBA,68500000,NO REPORTA,6/09/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE,TULUÁ,76834000,NO REPORTA,6/09/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,CALDAS,05129000,ARMA DE FUEGO,7/09/2011,NO REPORTA,NO REPORTA,HURTO PIRATERÍA TERRESTRE,1
ARAUCA,FORTUL,81300000,ARMA DE FUEGO,7/09/2011,NO REPORTA,NO REPORTA,HURTO PIRATERÍA TERRESTRE,1
BOYACÁ,TUNJA (CT),15001000,NO REPORTA,7/09/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CALDAS,LA DORADA,17380000,NO REPORTA,7/09/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA DE FUEGO,8/09/2011,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
ARAUCA,SARAVENA,81736000,ARMA DE FUEGO,8/09/2011,NO REPORTA,NO REPORTA,HURTO PIRATERÍA TERRESTRE,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,NO REPORTA,8/09/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ATLÁNTICO,SABANALARGA,08638000,ARMA BLANCA / CORTOPUNZANTE,9/09/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
HUILA,ALTAMIRA,41026000,ARMA BLANCA / CORTOPUNZANTE,9/09/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACÁ,PAUNA,15531000,NO REPORTA,9/09/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ARAUCA,ARAUCA (CT),81001000,ARMA BLANCA / CORTOPUNZANTE,10/09/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,VILLAVICENCIO (CT),50001000,ARMA BLANCA / CORTOPUNZANTE,10/09/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,VILLANUEVA,85440000,NO REPORTA,10/09/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,SOACHA,25754000,NO REPORTA,10/09/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ATLÁNTICO,SABANALARGA,08638000,ARMA BLANCA / CORTOPUNZANTE,11/09/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACÁ,MONIQUIRÁ,15469000,NO REPORTA,11/09/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,VALLEDUPAR (CT),20001000,NO REPORTA,11/09/2011,FEMENINO,ADULTOS,HURTO ABIGEATO,1
BOLÍVAR,MARÍA LA BAJA,13442000,NO REPORTA,12/09/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,ALBÁN,25019000,NO REPORTA,12/09/2011,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CESAR,AGUSTÍN CODAZZI,20013000,ARMA DE FUEGO,13/09/2011,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
CUNDINAMARCA,MADRID,25430000,NO REPORTA,13/09/2011,NO REPORTA,NO REPORTA,HURTO PIRATERÍA TERRESTRE,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,13/09/2011,NO REPORTA,NO REPORTA,HURTO ENTIDADES FINANCIERAS,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARMA BLANCA / CORTOPUNZANTE,13/09/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACÁ,GUAYATÁ,15325000,NO REPORTA,13/09/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACÁ,TUNJA (CT),15001000,NO REPORTA,13/09/2011,FEMENINO,ADULTOS,HURTO ABIGEATO,1
BOYACÁ,VENTAQUEMADA,15861000,NO REPORTA,13/09/2011,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CALDAS,NEIRA,17486000,NO REPORTA,13/09/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,SINCELEJO (CT),70001000,NO REPORTA,13/09/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,PELAYA,20550000,NO REPORTA,14/09/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
HUILA,AGRADO,41013000,NO REPORTA,14/09/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
HUILA,TELLO,41799000,NO REPORTA,14/09/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,VILLAVICENCIO (CT),50001000,NO REPORTA,14/09/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,ANZOÁTEGUI,73043000,NO REPORTA,14/09/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA DE FUEGO,15/09/2011,NO REPORTA,NO REPORTA,HURTO PIRATERÍA TERRESTRE,1
BOLÍVAR,MAGANGUÉ,13430000,ARMA BLANCA / CORTOPUNZANTE,15/09/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAQUETÁ,LA MONTAÑITA,18410000,ARMA BLANCA / CORTOPUNZANTE,15/09/2011,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CAUCA,SANTANDER DE QUILICHAO,19698000,NO REPORTA,15/09/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACÁ,TIPACOQUE,15810000,NO REPORTA,16/09/2011,MASCULINO,ADULTOS,HURTO ABIGEATO,1
GUAJIRA,SAN JUAN DEL CESAR,44650000,NO REPORTA,16/09/2011,FEMENINO,ADULTOS,HURTO ABIGEATO,1
