DEPARTAMENTO,MUNICIPIO,CODIGO DANE,ARMAS MEDIOS,FECHA HECHO,GENERO,GRUPO ETARIO,TIPO DE HURTO,CANTIDAD
HUILA,CAMPOALEGRE,41132000,NO REPORTA,1/01/2010,FEMENINO,ADULTOS,HURTO ABIGEATO,1
META,SAN JUAN DE ARAMA,50683000,NO REPORTA,1/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACÁ,BELÉN,15087000,NO REPORTA,2/01/2010,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,PORE,85263000,NO REPORTA,2/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,MADRID,25430000,ARMA DE FUEGO,3/01/2010,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
SANTANDER,PIEDECUESTA,68547000,ARMA DE FUEGO,3/01/2010,NO REPORTA,NO REPORTA,HURTO PIRATERÍA TERRESTRE,1
CALDAS,NEIRA,17486000,NO REPORTA,3/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAUCA,POPAYÁN (CT),19001000,NO REPORTA,3/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,SAN MARTÍN,50689000,NO REPORTA,3/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,MADRID,25430000,ARMA DE FUEGO,4/01/2010,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
VALLE,SAN PEDRO,76670000,ARMA DE FUEGO,4/01/2010,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
ANTIOQUIA,CHIGORODÓ,05172000,NO REPORTA,4/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,SAN MARTÍN,50689000,NO REPORTA,4/01/2010,FEMENINO,ADOLESCENTES,HURTO ABIGEATO,1
RISARALDA,PEREIRA (CT),66001000,NO REPORTA,4/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,BELLO,05088000,ARMA DE FUEGO,5/01/2010,NO REPORTA,NO REPORTA,HURTO PIRATERÍA TERRESTRE,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA DE FUEGO,5/01/2010,NO REPORTA,NO REPORTA,HURTO PIRATERÍA TERRESTRE,1
CAQUETÁ,SAN VICENTE DEL CAGUÁN,18753000,NO REPORTA,5/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SANTANDER,FLORIÁN,68271000,NO REPORTA,5/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,SAMPUÉS,70670000,NO REPORTA,5/01/2010,FEMENINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,BELLO,05088000,ARMA DE FUEGO,6/01/2010,NO REPORTA,NO REPORTA,HURTO PIRATERÍA TERRESTRE,1
ANTIOQUIA,CALDAS,05129000,ARMA DE FUEGO,6/01/2010,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA DE FUEGO,6/01/2010,NO REPORTA,NO REPORTA,HURTO PIRATERÍA TERRESTRE,1
SUCRE,PALMITO,70523000,ARMA BLANCA / CORTOPUNZANTE,6/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ATLÁNTICO,SABANAGRANDE,08634000,ARMA DE FUEGO,6/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE,CARTAGO,76147000,ARMA DE FUEGO,6/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACÁ,CÓMBITA,15204000,NO REPORTA,6/01/2010,FEMENINO,ADULTOS,HURTO ABIGEATO,1
GUAJIRA,MAICAO,44430000,NO REPORTA,6/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
HUILA,PITALITO,41551000,NO REPORTA,6/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
MAGDALENA,EL BANCO,47245000,NO REPORTA,6/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,VILLAVICENCIO (CT),50001000,NO REPORTA,6/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
NORTE DE SANTANDER,MUTISCUA,54480000,NO REPORTA,6/01/2010,FEMENINO,ADULTOS,HURTO ABIGEATO,1
SANTANDER,PUENTE NACIONAL,68572000,NO REPORTA,6/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,SAN ONOFRE,70713000,NO REPORTA,6/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,7/01/2010,NO REPORTA,NO REPORTA,HURTO PIRATERÍA TERRESTRE,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA DE FUEGO,7/01/2010,NO REPORTA,NO REPORTA,HURTO PIRATERÍA TERRESTRE,1
CALDAS,LA DORADA,17380000,ARMA DE FUEGO,7/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SANTANDER,PUENTE NACIONAL,68572000,ARMA DE FUEGO,7/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ARAUCA,TAME,81794000,NO REPORTA,7/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOLÍVAR,CICUCO,13188000,NO REPORTA,7/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOLÍVAR,CICUCO,13188000,NO REPORTA,7/01/2010,NO REPORTA,ADULTOS,HURTO ABIGEATO,1
CALDAS,VILLAMARÍA,17873000,NO REPORTA,7/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAUCA,POPAYÁN (CT),19001000,NO REPORTA,7/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
GUAJIRA,RIOHACHA (CT),44001000,ARMA DE FUEGO,8/01/2010,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,8/01/2010,NO REPORTA,NO REPORTA,HURTO PIRATERÍA TERRESTRE,1
CESAR,VALLEDUPAR (CT),20001000,ARMA BLANCA / CORTOPUNZANTE,8/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,2
VALLE,TULUÁ,76834000,ARMA DE FUEGO,8/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
AMAZONAS,LETICIA (CT),91001000,NO REPORTA,8/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
HUILA,BARAYA,41078000,NO REPORTA,8/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
HUILA,ISNOS,41359000,NO REPORTA,8/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA DE FUEGO,9/01/2010,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
TOLIMA,ALVARADO,73026000,ARMA DE FUEGO,9/01/2010,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
META,EL CASTILLO,50251000,NO REPORTA,9/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE,JAMUNDÍ,76364000,ARMA BLANCA / CORTOPUNZANTE,10/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE,GUACARÍ,76318000,ARMA DE FUEGO,10/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,SAN JUANITO,50686000,NO REPORTA,10/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SANTANDER,BARRANCABERMEJA,68081000,NO REPORTA,10/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VICHADA,PUERTO CARREÑO (CT),99001000,NO REPORTA,10/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,EL PASO,20250000,ARMA BLANCA / CORTOPUNZANTE,11/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,YOPAL (CT),85001000,NO REPORTA,12/01/2010,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CAUCA,TOTORÓ,19824000,NO REPORTA,12/01/2010,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,UBALÁ,25839000,NO REPORTA,12/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
HUILA,NEIVA (CT),41001000,NO REPORTA,12/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
HUILA,VILLAVIEJA,41872000,NO REPORTA,12/01/2010,NO REPORTA,NO REPORTA,HURTO ABIGEATO,1
SUCRE,SAN LUIS DE SINCÉ,70742000,NO REPORTA,12/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAUCA,POPAYÁN (CT),19001000,NO REPORTA,13/01/2010,FEMENINO,ADULTOS,HURTO ABIGEATO,1
HUILA,NEIVA (CT),41001000,NO REPORTA,13/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,EL CASTILLO,50251000,NO REPORTA,13/01/2010,FEMENINO,ADULTOS,HURTO ABIGEATO,1
META,VILLAVICENCIO (CT),50001000,NO REPORTA,13/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CALDAS,MANIZALES (CT),17001000,ARMA DE FUEGO,14/01/2010,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
CAUCA,TIMBÍO,19807000,ARMA DE FUEGO,14/01/2010,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
CUNDINAMARCA,FUSAGASUGÁ,25290000,ARMA DE FUEGO,14/01/2010,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
NORTE DE SANTANDER,SILOS,54743000,ARMA DE FUEGO,14/01/2010,NO REPORTA,NO REPORTA,HURTO PIRATERÍA TERRESTRE,1
ATLÁNTICO,SABANAGRANDE,08634000,ARMA DE FUEGO,14/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ATLÁNTICO,MANATÍ,08436000,NO REPORTA,14/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,SAMPUÉS,70670000,NO REPORTA,14/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,BELLO,05088000,ARMA DE FUEGO,15/01/2010,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
HUILA,TIMANÁ,41807000,ARMA DE FUEGO,15/01/2010,FEMENINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
BOYACÁ,CHIQUINQUIRÁ,15176000,NO REPORTA,15/01/2010,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CAQUETÁ,MORELIA,18479000,NO REPORTA,15/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,2
META,EL CASTILLO,50251000,NO REPORTA,15/01/2010,NO REPORTA,NO REPORTA,HURTO ABIGEATO,1
SUCRE,SAN LUIS DE SINCÉ,70742000,NO REPORTA,15/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,BELLO,05088000,ARMA DE FUEGO,16/01/2010,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
GUAJIRA,VILLANUEVA,44874000,ARMA BLANCA / CORTOPUNZANTE,16/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOLÍVAR,SAN JACINTO,13654000,ARMA DE FUEGO,16/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
HUILA,COLOMBIA,41206000,NO REPORTA,16/01/2010,FEMENINO,ADULTOS,HURTO ABIGEATO,1
META,LEJANÍAS,50400000,NO REPORTA,16/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,AGUACHICA,20011000,ARMA BLANCA / CORTOPUNZANTE,17/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
GUAJIRA,FONSECA,44279000,NO REPORTA,17/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SANTANDER,MOGOTES,68464000,NO REPORTA,17/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE,GUADALAJARA DE BUGA,76111000,NO REPORTA,17/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,BELLO,05088000,ARMA DE FUEGO,18/01/2010,NO REPORTA,NO REPORTA,HURTO PIRATERÍA TERRESTRE,1
CUNDINAMARCA,SOACHA,25754000,ARMA DE FUEGO,18/01/2010,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
VALLE,YUMBO,76892000,ARMA DE FUEGO,18/01/2010,NO REPORTA,NO REPORTA,HURTO PIRATERÍA TERRESTRE,1
CESAR,VALLEDUPAR (CT),20001000,ARMA BLANCA / CORTOPUNZANTE,18/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
GUAJIRA,RIOHACHA (CT),44001000,ARMA BLANCA / CORTOPUNZANTE,18/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE,TORO,76823000,ARMA DE FUEGO,18/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAUCA,SANTANDER DE QUILICHAO,19698000,NO REPORTA,18/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
GUAJIRA,EL MOLINO,44110000,NO REPORTA,18/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
HUILA,GIGANTE,41306000,NO REPORTA,18/01/2010,FEMENINO,ADULTOS,HURTO ABIGEATO,1
HUILA,VILLAVIEJA,41872000,NO REPORTA,18/01/2010,FEMENINO,ADULTOS,HURTO ABIGEATO,1
META,VISTAHERMOSA,50711000,NO REPORTA,18/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,SAN LUIS DE SINCÉ,70742000,NO REPORTA,18/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE,GUADALAJARA DE BUGA,76111000,NO REPORTA,18/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACÁ,SUTAMARCHÁN,15776000,ARMA DE FUEGO,19/01/2010,NO REPORTA,NO REPORTA,HURTO ENTIDADES FINANCIERAS,1
ARAUCA,ARAUCA (CT),81001000,NO REPORTA,19/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAUCA,POPAYÁN (CT),19001000,NO REPORTA,19/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,GACHETÁ,25297000,NO REPORTA,19/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
NARIÑO,IPIALES,52356000,NO REPORTA,19/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,BELLO,05088000,ARMA DE FUEGO,20/01/2010,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
VALLE,YUMBO,76892000,ARMA DE FUEGO,20/01/2010,NO REPORTA,NO REPORTA,HURTO PIRATERÍA TERRESTRE,1
BOLÍVAR,SIMITÍ,13744000,NO REPORTA,20/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,CHÍA,25175000,NO REPORTA,20/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,21/01/2010,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,21/01/2010,NO REPORTA,NO REPORTA,HURTO ENTIDADES FINANCIERAS,1
CESAR,LA GLORIA,20383000,ARMA BLANCA / CORTOPUNZANTE,21/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACÁ,PUERTO BOYACÁ,15572000,NO REPORTA,21/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
HUILA,AIPE,41016000,NO REPORTA,21/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,SAN MARTÍN,50689000,NO REPORTA,21/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,VILLAVICENCIO (CT),50001000,NO REPORTA,21/01/2010,FEMENINO,ADULTOS,HURTO ABIGEATO,1
VALLE,SEVILLA,76736000,NO REPORTA,21/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,SANTAFÉ DE ANTIOQUIA,05042000,ARMA DE FUEGO,22/01/2010,FEMENINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
TOLIMA,COELLO,73200000,ARMA DE FUEGO,22/01/2010,NO REPORTA,NO REPORTA,HURTO PIRATERÍA TERRESTRE,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,22/01/2010,NO REPORTA,NO REPORTA,HURTO PIRATERÍA TERRESTRE,1
CAQUETÁ,SAN VICENTE DEL CAGUÁN,18753000,ARMA DE FUEGO,22/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACÁ,CÓMBITA,15204000,NO REPORTA,22/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAUCA,SANTANDER DE QUILICHAO,19698000,NO REPORTA,22/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CÓRDOBA,CANALETE,23090000,NO REPORTA,22/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,SOACHA,25754000,NO REPORTA,22/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,2
HUILA,CAMPOALEGRE,41132000,NO REPORTA,22/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
HUILA,LA PLATA,41396000,NO REPORTA,22/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,LEJANÍAS,50400000,NO REPORTA,22/01/2010,FEMENINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,COROZAL,70215000,NO REPORTA,22/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,23/01/2010,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,23/01/2010,NO REPORTA,NO REPORTA,HURTO PIRATERÍA TERRESTRE,1
META,PUERTO GAITÁN,50568000,ARMA BLANCA / CORTOPUNZANTE,23/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE,LA CUMBRE,76377000,ARMA BLANCA / CORTOPUNZANTE,23/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACÁ,TIBASOSA,15806000,NO REPORTA,23/01/2010,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,AGUAZUL,85010000,NO REPORTA,23/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CÓRDOBA,CANALETE,23090000,NO REPORTA,23/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
PUTUMAYO,SANTIAGO,86760000,NO REPORTA,23/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,SINCELEJO (CT),70001000,NO REPORTA,23/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,OVEJAS,70508000,ARMA DE FUEGO,24/01/2010,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
HUILA,PITALITO,41551000,NO REPORTA,24/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,25/01/2010,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
CUNDINAMARCA,GUADUAS,25320000,NO REPORTA,25/01/2010,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
VALLE,VIJES,76869000,ARMA DE FUEGO,25/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ATLÁNTICO,LURUACO,08421000,NO REPORTA,25/01/2010,FEMENINO,ADULTOS,HURTO ABIGEATO,1
HUILA,GARZÓN,41298000,NO REPORTA,25/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,AGUACHICA,20011000,ARMA BLANCA / CORTOPUNZANTE,26/01/2010,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CESAR,VALLEDUPAR (CT),20001000,ARMA BLANCA / CORTOPUNZANTE,26/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAQUETÁ,SAN VICENTE DEL CAGUÁN,18753000,ARMA DE FUEGO,26/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,2
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,NO REPORTA,26/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,SAN JUAN DE RÍO SECO,25662000,NO REPORTA,26/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,GALERAS,70235000,NO REPORTA,26/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,FUNZA,25286000,ARMA DE FUEGO,27/01/2010,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
CALDAS,CHINCHINÁ,17174000,ARMA DE FUEGO,27/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,GACHETÁ,25297000,NO REPORTA,27/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,CASTILLA LA NUEVA,50150000,NO REPORTA,27/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,EL ROBLE,70233000,NO REPORTA,27/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
PUTUMAYO,PUERTO ASÍS,86568000,ARMA DE FUEGO,28/01/2010,NO REPORTA,NO REPORTA,HURTO PIRATERÍA TERRESTRE,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,28/01/2010,NO REPORTA,NO REPORTA,HURTO PIRATERÍA TERRESTRE,1
SUCRE,COROZAL,70215000,ARMA DE FUEGO,28/01/2010,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CALDAS,MANIZALES (CT),17001000,NO REPORTA,28/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,NO REPORTA,28/01/2010,FEMENINO,ADULTOS,HURTO ABIGEATO,1
HUILA,LA PLATA,41396000,NO REPORTA,28/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ARAUCA,SARAVENA,81736000,ARMA DE FUEGO,29/01/2010,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
BOYACÁ,GARAGOA,15299000,NO REPORTA,29/01/2010,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,YOPAL (CT),85001000,NO REPORTA,29/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,EL DORADO,50270000,NO REPORTA,29/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,SAN JUAN DE ARAMA,50683000,NO REPORTA,29/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,COROZAL,70215000,NO REPORTA,29/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,SAN JUAN DE BETULIA,70702000,NO REPORTA,29/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,MUTATÁ,05480000,ARMA DE FUEGO,30/01/2010,NO REPORTA,NO REPORTA,HURTO PIRATERÍA TERRESTRE,1
SANTANDER,PIEDECUESTA,68547000,ARMA DE FUEGO,30/01/2010,NO REPORTA,NO REPORTA,HURTO PIRATERÍA TERRESTRE,1
CAUCA,PATÍA,19532000,NO REPORTA,30/01/2010,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
CAQUETÁ,MORELIA,18479000,ARMA BLANCA / CORTOPUNZANTE,30/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE,CARTAGO,76147000,ARMA DE FUEGO,30/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAQUETÁ,MORELIA,18479000,NO REPORTA,30/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,GRANADA,25312000,NO REPORTA,30/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,SOACHA,25754000,NO REPORTA,30/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
HUILA,YAGUARÁ,41885000,NO REPORTA,30/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
HUILA,NEIVA (CT),41001000,ARMA BLANCA / CORTOPUNZANTE,31/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,FUENTE DE ORO,50287000,NO REPORTA,31/01/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA DE FUEGO,1/02/2010,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
NARIÑO,TAMINANGO,52786000,ARMA DE FUEGO,1/02/2010,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
VALLE,YUMBO,76892000,ARMA DE FUEGO,1/02/2010,NO REPORTA,NO REPORTA,HURTO PIRATERÍA TERRESTRE,1
CAQUETÁ,SOLITA,18785000,ARMA BLANCA / CORTOPUNZANTE,1/02/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,VALLEDUPAR (CT),20001000,ARMA BLANCA / CORTOPUNZANTE,1/02/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACÁ,PESCA,15542000,NO REPORTA,1/02/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
HUILA,PALERMO,41524000,NO REPORTA,1/02/2010,FEMENINO,ADULTOS,HURTO ABIGEATO,1
META,EL CASTILLO,50251000,NO REPORTA,1/02/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,VENADILLO,73861000,NO REPORTA,1/02/2010,FEMENINO,ADULTOS,HURTO ABIGEATO,1
HUILA,NEIVA (CT),41001000,ARMA DE FUEGO,2/02/2010,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CONTUNDENTES,2/02/2010,NO REPORTA,NO REPORTA,HURTO PIRATERÍA TERRESTRE,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,2/02/2010,NO REPORTA,NO REPORTA,HURTO ENTIDADES FINANCIERAS,1
VALLE,CANDELARIA,76130000,ARMA BLANCA / CORTOPUNZANTE,2/02/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAUCA,PATÍA,19532000,NO REPORTA,2/02/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CÓRDOBA,TIERRALTA,23807000,NO REPORTA,2/02/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,NO REPORTA,2/02/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,UBAQUE,25841000,NO REPORTA,2/02/2010,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,SOACHA,25754000,ARMA DE FUEGO,3/02/2010,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
CÓRDOBA,CERETÉ,23162000,ARMA DE FUEGO,3/02/2010,NO REPORTA,NO REPORTA,HURTO ENTIDADES FINANCIERAS,1
SANTANDER,BUCARAMANGA (CT),68001000,ARMA DE FUEGO,3/02/2010,NO REPORTA,NO REPORTA,HURTO ENTIDADES FINANCIERAS,1
