DPNOM,DPMP,MPIO,AÑO,ÁREA GEOGRÁFICA,Total
Tolima,73624,Rovira,2018,Total,21.674
Tolima,73671,Saldaña,2018,Total,14.435
Tolima,73675,San Antonio,2018,Total,12.896
Tolima,73678,San Luis,2018,Total,13.553
Tolima,73686,Santa Isabel,2018,Total,5.769
Tolima,73770,Suárez,2018,Total,3.813
Tolima,73854,Valle de San Juan,2018,Total,5.345
Tolima,73861,Venadillo,2018,Total,12.817
Tolima,73870,Villahermosa,2018,Total,9.283
Tolima,73873,Villarrica,2018,Total,5.128
Valle del Cauca,76001,Cali,2018,Total,2.227.642
Valle del Cauca,76020,Alcalá,2018,Total,14.062
Valle del Cauca,76036,Andalucía,2018,Total,22.436
Valle del Cauca,76041,Ansermanuevo,2018,Total,17.448
Valle del Cauca,76054,Argelia,2018,Total,5.397
Valle del Cauca,76100,Bolívar,2018,Total,16.021
Valle del Cauca,76109,Buenaventura,2018,Total,308.188
Valle del Cauca,76111,Guadalajara de Buga,2018,Total,127.545
Valle del Cauca,76113,Bugalagrande,2018,Total,24.318
Valle del Cauca,76122,Caicedonia,2018,Total,28.825
Valle del Cauca,76126,Calima,2018,Total,18.054
Valle del Cauca,76130,Candelaria,2018,Total,91.825
Valle del Cauca,76147,Cartago,2018,Total,135.729
Valle del Cauca,76233,Dagua,2018,Total,48.443
Valle del Cauca,76243,El Águila,2018,Total,8.909
Valle del Cauca,76246,El Cairo,2018,Total,6.845
Valle del Cauca,76248,El Cerrito,2018,Total,56.470
Valle del Cauca,76250,El Dovio,2018,Total,8.886
Valle del Cauca,76275,Florida,2018,Total,57.374
Valle del Cauca,76306,Ginebra,2018,Total,22.741
Valle del Cauca,76318,Guacarí,2018,Total,33.191
Valle del Cauca,76364,Jamundí,2018,Total,159.877
Valle del Cauca,76377,La Cumbre,2018,Total,16.316
Valle del Cauca,76400,La Unión,2018,Total,33.953
Valle del Cauca,76403,La Victoria,2018,Total,12.174
Valle del Cauca,76497,Obando,2018,Total,12.312
Valle del Cauca,76520,Palmira,2018,Total,349.294
Valle del Cauca,76563,Pradera,2018,Total,47.615
Valle del Cauca,76606,Restrepo,2018,Total,15.307
Valle del Cauca,76616,Riofrío,2018,Total,15.554
Valle del Cauca,76622,Roldanillo,2018,Total,36.797
Valle del Cauca,76670,San Pedro,2018,Total,16.942
Valle del Cauca,76736,Sevilla,2018,Total,42.133
Valle del Cauca,76823,Toro,2018,Total,14.612
Valle del Cauca,76828,Trujillo,2018,Total,19.226
Valle del Cauca,76834,Tuluá,2018,Total,212.685
Valle del Cauca,76845,Ulloa,2018,Total,5.465
Valle del Cauca,76863,Versalles,2018,Total,7.263
Valle del Cauca,76869,Vijes,2018,Total,12.734
Valle del Cauca,76890,Yotoco,2018,Total,16.019
Valle del Cauca,76892,Yumbo,2018,Total,107.334
Valle del Cauca,76895,Zarzal,2018,Total,41.925
Arauca,81001,Arauca,2018,Total,85.585
Arauca,81065,Arauquita,2018,Total,49.841
Arauca,81220,Cravo Norte,2018,Total,3.925
Arauca,81300,Fortul,2018,Total,18.938
Arauca,81591,Puerto Rondón,2018,Total,4.399
Arauca,81736,Saravena,2018,Total,55.554
Arauca,81794,Tame,2018,Total,43.932
Casanare,85001,Yopal,2018,Total,168.433
Casanare,85010,Aguazul,2018,Total,36.915
Casanare,85015,Chámeza,2018,Total,2.500
Casanare,85125,Hato Corozal,2018,Total,12.328
Casanare,85136,La Salina,2018,Total,1.417
Casanare,85139,Maní,2018,Total,17.211
Casanare,85162,Monterrey,2018,Total,17.537
Casanare,85225,Nunchía,2018,Total,8.826
Casanare,85230,Orocué,2018,Total,12.340
Casanare,85250,Paz de Ariporo,2018,Total,36.277
Casanare,85263,Pore,2018,Total,11.967
Casanare,85279,Recetor,2018,Total,1.634
Casanare,85300,Sabanalarga,2018,Total,3.625
Casanare,85315,Sácama,2018,Total,2.090
Casanare,85325,San Luis de Palenque,2018,Total,8.466
Casanare,85400,Támara,2018,Total,6.873
Casanare,85410,Tauramena,2018,Total,23.527
Casanare,85430,Trinidad,2018,Total,13.233
Casanare,85440,Villanueva,2018,Total,35.305
Putumayo,86001,Mocoa,2018,Total,56.398
Putumayo,86219,Colón,2018,Total,5.407
Putumayo,86320,Orito,2018,Total,37.745
Putumayo,86568,Puerto Asís,2018,Total,64.867
Putumayo,86569,Puerto Caicedo,2018,Total,16.095
Putumayo,86571,Puerto Guzmán,2018,Total,35.390
Putumayo,86573,Puerto Leguízamo,2018,Total,28.468
Putumayo,86749,Sibundoy,2018,Total,14.940
Putumayo,86755,San Francisco,2018,Total,5.645
Putumayo,86757,San Miguel,2018,Total,18.780
Putumayo,86760,Santiago,2018,Total,7.290
Putumayo,86865,Valle del Guamuez,2018,Total,33.457
Putumayo,86885,Villagarzón,2018,Total,23.700
Archipiélago de San Andrés,88001,San Andrés,2018,Total,55.291
Archipiélago de San Andrés,88564,Providencia,2018,Total,5.989
Amazonas,91001,Leticia,2018,Total,48.144
Amazonas,91263,El Encanto (CD),2018,Total,2.100
Amazonas,91405,La Chorrera (CD),2018,Total,2.967
Amazonas,91407,La Pedrera (CD),2018,Total,3.820
Amazonas,91430,La Victoria (CD),2018,Total,644
Amazonas,91460,Miriti - Paraná (CD),2018,Total,1.850
Amazonas,91530,Puerto Alegría (CD),2018,Total,748
Amazonas,91536,Puerto Arica (CD),2018,Total,1.013
Amazonas,91540,Puerto Nariño,2018,Total,9.744
Amazonas,91669,Puerto Santander (CD),2018,Total,1.758
Amazonas,91798,Tarapacá (CD),2018,Total,3.801
Guainía,94001,Inírida,2018,Total,31.514
Guainía,94343,Barrancominas (CD),2018,Total,8.088
Guainía,94663,Mapiripana (CD),2018,Total,1.022
Guainía,94883,San Felipe (CD),2018,Total,1.667
Guainía,94884,Puerto Colombia (CD),2018,Total,1.874
Guainía,94885,La Guadalupe (CD),2018,Total,279
Guainía,94886,Cacahual (CD),2018,Total,863
Guainía,94887,Pana Pana (CD),2018,Total,1.899
Guainía,94888,Morichal (CD),2018,Total,908
Guaviare,95001,San José del Guaviare,2018,Total,52.815
Guaviare,95015,Calamar,2018,Total,9.528
Guaviare,95025,El Retorno,2018,Total,13.653
Guaviare,95200,Miraflores,2018,Total,6.771
Vaupés,97001,Mitú,2018,Total,29.850
Vaupés,97161,Carurú,2018,Total,2.915
Vaupés,97511,Pacoa (CD),2018,Total,4.042
Vaupés,97666,Taraira,2018,Total,2.215
Vaupés,97777,Papunahua (CD),2018,Total,727
Vaupés,97889,Yavaraté (CD),2018,Total,1.048
Vichada,99001,Puerto Carreño,2018,Total,20.936
Vichada,99524,La Primavera,2018,Total,10.122
Vichada,99624,Santa Rosalía,2018,Total,4.059
Vichada,99773,Cumaribo,2018,Total,72.691
