DEPARTAMENTO,MUNICIPIO,CODIGO DANE,ARMAS MEDIOS,FECHA HECHO,GENERO,GRUPO ETARIO,TIPO DE HURTO,CANTIDAD
CAUCA,POPAYÁN,19001,SIN EMPLEO DE ARMAS,24/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAUCA,SOTARÁ,19760,SIN EMPLEO DE ARMAS,24/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,LA GLORIA,20383,SIN EMPLEO DE ARMAS,24/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,SOACHA,25754,SIN EMPLEO DE ARMAS,24/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,TABIO,25785,SIN EMPLEO DE ARMAS,24/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,3
CUNDINAMARCA,ZIPAQUIRA,25899,SIN EMPLEO DE ARMAS,24/10/2017,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CESAR,AGUACHICA,20011,ARMA DE FUEGO,25/10/2017,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
ANTIOQUIA,LA UNION,5400,ARMA DE FUEGO,25/10/2017,NO REPORTADO,NO REPORTADO,HURTO ENTIDADES FINANCIERAS,1
NARIÑO,CUMBAL,52227,ARMA BLANCA / CORTOPUNZANTE,25/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ATLANTICO,CAMPO DE LA CRUZ,8137,SIN EMPLEO DE ARMAS,25/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACA,TIBANÁ,15804,SIN EMPLEO DE ARMAS,25/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAQUETÁ,PUERTO RICO,18592,SIN EMPLEO DE ARMAS,25/10/2017,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CAQUETÁ,SAN VICENTE DEL CAGUÁN,18753,SIN EMPLEO DE ARMAS,25/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAQUETÁ,VALPARAÍSO,18860,SIN EMPLEO DE ARMAS,25/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAUCA,SANTANDER DE QUILICHAO,19698,SIN EMPLEO DE ARMAS,25/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CÓRDOBA,MONTERÍA,23001,SIN EMPLEO DE ARMAS,25/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,FUNZA,25286,SIN EMPLEO DE ARMAS,25/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,NEMOCÓN,25486,SIN EMPLEO DE ARMAS,25/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAUCA,CALDONO,19137,ARMA DE FUEGO,26/10/2017,NO REPORTADO,NO REPORTADO,HURTO PIRATERÍA TERRESTRE,1
CAUCA,PURACÉ,19585,ARMA DE FUEGO,26/10/2017,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
LA GUAJIRA,MAICAO,44430,ARMA DE FUEGO,26/10/2017,NO REPORTADO,NO REPORTADO,HURTO PIRATERÍA TERRESTRE,1
TOLIMA,IBAGUÉ,73001,ARMA DE FUEGO,26/10/2017,NO REPORTADO,NO REPORTADO,HURTO ENTIDADES FINANCIERAS,1
BOLIVAR,MAHATES,13433,ARMA BLANCA / CORTOPUNZANTE,26/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,VILLAVICENCIO,50001,ARMA BLANCA / CORTOPUNZANTE,26/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,TRINIDAD,85430,CONTUNDENTES,26/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,ZIPAQUIRA,25899,CONTUNDENTES,26/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOLIVAR,EL CARMEN DE BOLÍVAR,13244,NO REPORTADO,26/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,LA CEJA,5376,SIN EMPLEO DE ARMAS,26/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ARAUCA,TAME,81794,SIN EMPLEO DE ARMAS,26/10/2017,FEMENINO,ADULTOS,HURTO ABIGEATO,1
BOYACA,SORA,15762,SIN EMPLEO DE ARMAS,26/10/2017,FEMENINO,ADULTOS,HURTO ABIGEATO,1
BOYACA,VENTAQUEMADA,15861,SIN EMPLEO DE ARMAS,26/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,PAZ DE ARIPORO,85250,SIN EMPLEO DE ARMAS,26/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,NEMOCÓN,25486,SIN EMPLEO DE ARMAS,26/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,GUAMAL,50318,SIN EMPLEO DE ARMAS,26/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,SINCELEJO,70001,SIN EMPLEO DE ARMAS,26/10/2017,FEMENINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,FRESNO,73283,SIN EMPLEO DE ARMAS,26/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAUCA,MERCADERES,19450,ARMA DE FUEGO,27/10/2017,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
SANTANDER,BARRANCABERMEJA,68081,ARMA DE FUEGO,27/10/2017,NO REPORTADO,NO REPORTADO,HURTO ENTIDADES FINANCIERAS,1
VALLE DEL CAUCA,CALI,76001,SIN EMPLEO DE ARMAS,27/10/2017,NO REPORTADO,NO REPORTADO,HURTO ENTIDADES FINANCIERAS,1
CASANARE,YOPAL,85001,ARMA BLANCA / CORTOPUNZANTE,27/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
LA GUAJIRA,SAN JUAN DEL CESAR,44650,ARMA BLANCA / CORTOPUNZANTE,27/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
HUILA,PITALITO,41551,CONTUNDENTES,27/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOLIVAR,MORALES,13473,SIN EMPLEO DE ARMAS,27/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,TAURAMENA,85410,SIN EMPLEO DE ARMAS,27/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,EL COPEY,20238,SIN EMPLEO DE ARMAS,27/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CÓRDOBA,CERETÉ,23162,SIN EMPLEO DE ARMAS,27/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,TIBACUY,25805,SIN EMPLEO DE ARMAS,27/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SANTANDER,BARRANCABERMEJA,68081,SIN EMPLEO DE ARMAS,27/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SANTANDER,BOLÍVAR,68101,SIN EMPLEO DE ARMAS,27/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,COYAIMA,73217,SIN EMPLEO DE ARMAS,27/10/2017,FEMENINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,PURIFICACIÓN,73585,SIN EMPLEO DE ARMAS,27/10/2017,FEMENINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,RONCESVALLES,73622,SIN EMPLEO DE ARMAS,27/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE DEL CAUCA,CALI,76001,SIN EMPLEO DE ARMAS,27/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE DEL CAUCA,TULUÁ,76834,SIN EMPLEO DE ARMAS,27/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAQUETÁ,BELÉN DE LOS ANDAQUÍES,18094,ARMA BLANCA / CORTOPUNZANTE,28/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SANTANDER,BARRANCABERMEJA,68081,ARMA BLANCA / CORTOPUNZANTE,28/10/2017,FEMENINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,LA UNION,5400,NO REPORTADO,28/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOLIVAR,CALAMAR,13140,SIN EMPLEO DE ARMAS,28/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CALDAS,VICTORIA,17867,SIN EMPLEO DE ARMAS,28/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,GIRARDOT,25307,SIN EMPLEO DE ARMAS,28/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SANTANDER,CIMITARRA,68190,SIN EMPLEO DE ARMAS,28/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SANTANDER,OIBA,68500,SIN EMPLEO DE ARMAS,28/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAUCA,TIMBÍO,19807,ARMA DE FUEGO,29/10/2017,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
NORTE DE SANTANDER,EL ZULIA,54261,CONTUNDENTES,29/10/2017,NO REPORTADO,NO REPORTADO,HURTO PIRATERÍA TERRESTRE,1
CASANARE,SAN LUIS DE PALENQUE,85325,ARMA DE FUEGO,29/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
QUINDIO,CALARCÁ,63130,CONTUNDENTES,29/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,CAJAMARCA,73124,NO REPORTADO,29/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,YARUMAL,5887,SIN EMPLEO DE ARMAS,29/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,AGUAZUL,85010,SIN EMPLEO DE ARMAS,29/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,MONTERREY,85162,SIN EMPLEO DE ARMAS,29/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,SAN LUIS DE PALENQUE,85325,SIN EMPLEO DE ARMAS,29/10/2017,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,CHOCONTÁ,25183,SIN EMPLEO DE ARMAS,29/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
HUILA,IQUIRA,41357,SIN EMPLEO DE ARMAS,29/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,SAN ANTONIO,73675,SIN EMPLEO DE ARMAS,29/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,VENADILLO,73861,SIN EMPLEO DE ARMAS,29/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE DEL CAUCA,PALMIRA,76520,SIN EMPLEO DE ARMAS,29/10/2017,FEMENINO,ADULTOS,HURTO ABIGEATO,1
BOGOTA D.C.,BOGOTÁ D.C.,11001,ARMA DE FUEGO,30/10/2017,NO REPORTADO,NO REPORTADO,HURTO PIRATERÍA TERRESTRE,1
CUNDINAMARCA,MADRID,25430,ARMA DE FUEGO,30/10/2017,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
META,VILLAVICENCIO,50001,ARMA BLANCA / CORTOPUNZANTE,30/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,YOPAL,85001,CONTUNDENTES,30/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE DEL CAUCA,TULUÁ,76834,NO REPORTADO,30/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOLIVAR,REGIDOR,13580,SIN EMPLEO DE ARMAS,30/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,SAN LUIS DE PALENQUE,85325,SIN EMPLEO DE ARMAS,30/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,BOSCONIA,20060,SIN EMPLEO DE ARMAS,30/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,LA JAGUA DE IBIRICO,20400,SIN EMPLEO DE ARMAS,30/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CORDOBA,SAN JOSE DE URE,23682,SIN EMPLEO DE ARMAS,30/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,GRANADA,25312,SIN EMPLEO DE ARMAS,30/10/2017,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,MOSQUERA,25473,SIN EMPLEO DE ARMAS,30/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,NEMOCÓN,25486,SIN EMPLEO DE ARMAS,30/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
HUILA,TESALIA,41797,SIN EMPLEO DE ARMAS,30/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
NARIÑO,PASTO,52001,SIN EMPLEO DE ARMAS,30/10/2017,FEMENINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,SAN ONOFRE,70713,SIN EMPLEO DE ARMAS,30/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,SAN PEDRO,70717,SIN EMPLEO DE ARMAS,30/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,CARMEN APICALÁ,73148,SIN EMPLEO DE ARMAS,30/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,GUAMO,73319,SIN EMPLEO DE ARMAS,30/10/2017,FEMENINO,ADULTOS,HURTO ABIGEATO,1
VALLE DEL CAUCA,CALI,76001,SIN EMPLEO DE ARMAS,30/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CALDAS,VITERBO,17877,ARMA DE FUEGO,31/10/2017,FEMENINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
TOLIMA,IBAGUÉ,73001,ARMA BLANCA / CORTOPUNZANTE,31/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAUCA,PATÍA,19532,SIN EMPLEO DE ARMAS,31/10/2017,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CESAR,VALLEDUPAR,20001,SIN EMPLEO DE ARMAS,31/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,LENGUAZAQUE,25407,SIN EMPLEO DE ARMAS,31/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,PARATEBUENO,25530,SIN EMPLEO DE ARMAS,31/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,TABIO,25785,SIN EMPLEO DE ARMAS,31/10/2017,FEMENINO,ADULTOS,HURTO ABIGEATO,1
META,SAN JUAN DE ARAMA,50683,SIN EMPLEO DE ARMAS,31/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
NARIÑO,IPIALES,52356,SIN EMPLEO DE ARMAS,31/10/2017,FEMENINO,ADULTOS,HURTO ABIGEATO,1
RISARALDA,PEREIRA,66001,SIN EMPLEO DE ARMAS,31/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,SAMPUÉS,70670,SIN EMPLEO DE ARMAS,31/10/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,CALDAS,5129,ARMA DE FUEGO,1/11/2017,NO REPORTADO,NO REPORTADO,HURTO PIRATERÍA TERRESTRE,1
BOGOTA D.C.,BOGOTÁ D.C.,11001,ARMA DE FUEGO,1/11/2017,NO REPORTADO,NO REPORTADO,HURTO PIRATERÍA TERRESTRE,1
ANTIOQUIA,MEDELLIN,5001,ARMA DE FUEGO,1/11/2017,NO REPORTADO,NO REPORTADO,HURTO ENTIDADES FINANCIERAS,1
CASANARE,MANÍ,85139,ARMA BLANCA / CORTOPUNZANTE,1/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,PARATEBUENO,25530,ARMA BLANCA / CORTOPUNZANTE,1/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOLIVAR,CÓRDOBA,13212,SIN EMPLEO DE ARMAS,1/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOLIVAR,MAGANGUÉ,13430,SIN EMPLEO DE ARMAS,1/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,PORE,85263,SIN EMPLEO DE ARMAS,1/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,TAURAMENA,85410,SIN EMPLEO DE ARMAS,1/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,YOPAL,85001,SIN EMPLEO DE ARMAS,1/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CÓRDOBA,SAHAGÚN,23660,SIN EMPLEO DE ARMAS,1/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,GUASCA,25322,SIN EMPLEO DE ARMAS,1/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,UBATÉ,25843,SIN EMPLEO DE ARMAS,1/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
LA GUAJIRA,MAICAO,44430,SIN EMPLEO DE ARMAS,1/11/2017,FEMENINO,ADULTOS,HURTO ABIGEATO,1
MAGDALENA,SABANAS DE SAN ÁNGEL,47660,SIN EMPLEO DE ARMAS,1/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,FUENTE DE ORO,50287,SIN EMPLEO DE ARMAS,1/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,COYAIMA,73217,SIN EMPLEO DE ARMAS,1/11/2017,FEMENINO,ADULTOS,HURTO ABIGEATO,1
QUINDIO,CALARCÁ,63130,ARMA DE FUEGO,2/11/2017,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
CESAR,AGUACHICA,20011,ARMA BLANCA / CORTOPUNZANTE,2/11/2017,FEMENINO,ADULTOS,HURTO ABIGEATO,2
CUNDINAMARCA,LA CALERA,25377,ARMA BLANCA / CORTOPUNZANTE,2/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACA,SAMACÁ,15646,SIN EMPLEO DE ARMAS,2/11/2017,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,SAN LUIS DE PALENQUE,85325,SIN EMPLEO DE ARMAS,2/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,PAILITAS,20517,SIN EMPLEO DE ARMAS,2/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CÓRDOBA,SAHAGÚN,23660,SIN EMPLEO DE ARMAS,2/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,CHOCONTÁ,25183,SIN EMPLEO DE ARMAS,2/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,FOSCA,25281,SIN EMPLEO DE ARMAS,2/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,LA VEGA,25402,SIN EMPLEO DE ARMAS,2/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,SOACHA,25754,SIN EMPLEO DE ARMAS,2/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
LA GUAJIRA,VILLANUEVA,44874,SIN EMPLEO DE ARMAS,2/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
MAGDALENA,CONCORDIA,47205,SIN EMPLEO DE ARMAS,2/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,2
SANTANDER,BARRANCABERMEJA,68081,SIN EMPLEO DE ARMAS,2/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,COYAIMA,73217,SIN EMPLEO DE ARMAS,2/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,VILLAHERMOSA,73870,SIN EMPLEO DE ARMAS,2/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE DEL CAUCA,CALI,76001,SIN EMPLEO DE ARMAS,2/11/2017,FEMENINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,MARINILLA,5440,ARMA DE FUEGO,3/11/2017,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
BOLIVAR,EL CARMEN DE BOLÍVAR,13244,ARMA BLANCA / CORTOPUNZANTE,3/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,ORTEGA,73504,ARMA BLANCA / CORTOPUNZANTE,3/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,PURIFICACIÓN,73585,ARMA BLANCA / CORTOPUNZANTE,3/11/2017,FEMENINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,MONTEBELLO,5467,SIN EMPLEO DE ARMAS,3/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ARAUCA,ARAUCA,81001,SIN EMPLEO DE ARMAS,3/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOLIVAR,MAGANGUÉ,13430,SIN EMPLEO DE ARMAS,3/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CALDAS,RIOSUCIO,17614,SIN EMPLEO DE ARMAS,3/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAQUETÁ,PUERTO RICO,18592,SIN EMPLEO DE ARMAS,3/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,VALLEDUPAR,20001,SIN EMPLEO DE ARMAS,3/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,SUBACHOQUE,25769,SIN EMPLEO DE ARMAS,3/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,CARMEN APICALÁ,73148,SIN EMPLEO DE ARMAS,3/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,ORTEGA,73504,SIN EMPLEO DE ARMAS,3/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
LA GUAJIRA,FONSECA,44279,ARMA BLANCA / CORTOPUNZANTE,4/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ATLANTICO,SANTO TOMAS,8685,NO REPORTADO,4/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,CURUMANÍ,20228,SIN EMPLEO DE ARMAS,4/11/2017,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,COGUA,25200,SIN EMPLEO DE ARMAS,4/11/2017,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,FACATATIVÁ,25269,SIN EMPLEO DE ARMAS,4/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,UBATÉ,25843,SIN EMPLEO DE ARMAS,4/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
LA GUAJIRA,EL MOLINO,44110,SIN EMPLEO DE ARMAS,4/11/2017,FEMENINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,SAN ONOFRE,70713,SIN EMPLEO DE ARMAS,4/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,CAJAMARCA,73124,SIN EMPLEO DE ARMAS,4/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE DEL CAUCA,LA CUMBRE,76377,SIN EMPLEO DE ARMAS,4/11/2017,FEMENINO,ADULTOS,HURTO ABIGEATO,1
VICHADA,PUERTO CARREÑO,99001,SIN EMPLEO DE ARMAS,4/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,SOACHA,25754,ARMA DE FUEGO,5/11/2017,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
ATLANTICO,GALAPA,8296,ARMA DE FUEGO,5/11/2017,NO REPORTADO,NO REPORTADO,HURTO ENTIDADES FINANCIERAS,1
MAGDALENA,CIÉNAGA,47189,ARMA DE FUEGO,5/11/2017,NO REPORTADO,NO REPORTADO,HURTO ENTIDADES FINANCIERAS,1
ARAUCA,ARAUCA,81001,ARMA BLANCA / CORTOPUNZANTE,5/11/2017,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CESAR,AGUSTÍN CODAZZI,20013,ARMA BLANCA / CORTOPUNZANTE,5/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,RETIRO,5607,SIN EMPLEO DE ARMAS,5/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,VALPARAISO,5856,SIN EMPLEO DE ARMAS,5/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,SAN LUIS DE PALENQUE,85325,SIN EMPLEO DE ARMAS,5/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAUCA,CAJIBÍO,19130,SIN EMPLEO DE ARMAS,5/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CÓRDOBA,AYAPEL,23068,SIN EMPLEO DE ARMAS,5/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CÓRDOBA,CHIMA,23168,SIN EMPLEO DE ARMAS,5/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,CAJICÁ,25126,SIN EMPLEO DE ARMAS,5/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,FACATATIVÁ,25269,SIN EMPLEO DE ARMAS,5/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,TENJO,25799,SIN EMPLEO DE ARMAS,5/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
MAGDALENA,FUNDACIÓN,47288,SIN EMPLEO DE ARMAS,5/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
QUINDIO,GÉNOVA,63302,SIN EMPLEO DE ARMAS,5/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SANTANDER,SIMACOTA,68745,SIN EMPLEO DE ARMAS,5/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,TOLUVIEJO,70823,SIN EMPLEO DE ARMAS,5/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,ORTEGA,73504,ARMA BLANCA / CORTOPUNZANTE,6/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ATLANTICO,SABANALARGA,8638,SIN EMPLEO DE ARMAS,6/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOLIVAR,ARJONA,13052,SIN EMPLEO DE ARMAS,6/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,SAN DIEGO,20750,SIN EMPLEO DE ARMAS,6/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,CUCUNUBÁ,25224,SIN EMPLEO DE ARMAS,6/11/2017,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,ZIPAQUIRA,25899,SIN EMPLEO DE ARMAS,6/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
NARIÑO,PASTO,52001,SIN EMPLEO DE ARMAS,6/11/2017,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,EL PASO,20250,ARMA DE FUEGO,7/11/2017,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
VALLE DEL CAUCA,ANSERMANUEVO,76041,CONTUNDENTES,7/11/2017,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
